school_name,hensachi,school_type,gender,gakka,location,prefecture,prefecture_ja
吾妻高校,49,県立,女子,福祉,吾妻郡東吾妻町,gunma,群馬県
中之条高校,49,県立,共学,普通,吾妻郡中之条町,gunma,群馬県
桐生西高校,45,県立,共学,普通,桐生市,gunma,群馬県
中之条高校,45,県立,共学,環境工学,吾妻郡中之条町,gunma,群馬県
中之条高校,43,県立,共学,生物生産,吾妻郡中之条町,gunma,群馬県
中央中等教育学校,60,県立,共学,普通,高崎市,gunma,群馬県
大宮高校,75,県立,共学,理数,さいたま市大宮区,saitama,埼玉県
浦和高校,74,県立,男子,普通,さいたま市浦和区,saitama,埼玉県
浦和第一女子高校,73,県立,女子,普通,さいたま市浦和区,saitama,埼玉県
春日部高校,72,県立,男子,普通,春日部市,saitama,埼玉県
大宮高校,72,県立,共学,普通,さいたま市大宮区,saitama,埼玉県
川越高校,70,県立,男子,普通,川越市,saitama,埼玉県
川越女子高校,69,県立,女子,普通,川越市,saitama,埼玉県
越谷北高校,68,県立,共学,理数,越谷市,saitama,埼玉県
所沢北高校,68,県立,共学,理数,所沢市,saitama,埼玉県
不動岡高校,68,県立,共学,普通,加須市,saitama,埼玉県
蕨高校,68,県立,共学,普通,蕨市,saitama,埼玉県
浦和西高校,67,県立,共学,普通,さいたま市浦和区,saitama,埼玉県
越谷北高校,67,県立,共学,普通,越谷市,saitama,埼玉県
熊谷高校,67,県立,男子,普通,熊谷市,saitama,埼玉県
所沢北高校,67,県立,共学,普通,所沢市,saitama,埼玉県
川口北高校,66,県立,共学,普通,川口市,saitama,埼玉県
越ヶ谷高校,65,県立,共学,普通,越谷市,saitama,埼玉県
熊谷女子高校,65,県立,女子,普通,熊谷市,saitama,埼玉県
松山高校,65,県立,男子,理数,東松山市,saitama,埼玉県
不動岡高校,65,県立,共学,外国語,加須市,saitama,埼玉県
蕨高校,65,県立,共学,外国語,蕨市,saitama,埼玉県
熊谷西高校,64,県立,共学,理数,熊谷市,saitama,埼玉県
熊谷西高校,63,県立,共学,普通,熊谷市,saitama,埼玉県
和光国際高校,63,県立,共学,外国語,和光市,saitama,埼玉県
和光国際高校,63,県立,共学,普通,和光市,saitama,埼玉県
春日部女子高校,62,県立,女子,外国語,春日部市,saitama,埼玉県
伊奈学園総合高校,61,県立,共学,語学系,北足立郡伊奈町,saitama,埼玉県
伊奈学園総合高校,61,県立,共学,人文系,北足立郡伊奈町,saitama,埼玉県
伊奈学園総合高校,61,県立,共学,理数系,北足立郡伊奈町,saitama,埼玉県
越谷南高校,61,県立,共学,普通,越谷市,saitama,埼玉県
春日部東高校,61,県立,共学,普通,春日部市,saitama,埼玉県
所沢高校,61,県立,共学,普通,所沢市,saitama,埼玉県
松山高校,60,県立,男子,普通,東松山市,saitama,埼玉県
川越南高校,60,県立,共学,普通,川越市,saitama,埼玉県
伊奈学園総合高校,59,県立,共学,情報経営系,北足立郡伊奈町,saitama,埼玉県
伊奈学園総合高校,59,県立,共学,生活科学系,北足立郡伊奈町,saitama,埼玉県
坂戸高校,59,県立,共学,外国語,坂戸市,saitama,埼玉県
坂戸高校,59,県立,共学,普通,坂戸市,saitama,埼玉県
春日部女子高校,59,県立,女子,普通,春日部市,saitama,埼玉県
春日部東高校,59,県立,共学,人文,春日部市,saitama,埼玉県
上尾高校,59,県立,共学,普通,上尾市,saitama,埼玉県
大宮光陵高校,59,県立,共学,外国語,さいたま市西区,saitama,埼玉県
浦和北高校,58,県立,共学,普通,さいたま市桜区,saitama,埼玉県
越谷南高校,58,県立,共学,外国語,越谷市,saitama,埼玉県
常盤高校,58,県立,共学,看護,さいたま市桜区,saitama,埼玉県
大宮光陵高校,58,県立,共学,普通,さいたま市西区,saitama,埼玉県
与野高校,58,県立,共学,普通,さいたま市中央区,saitama,埼玉県
伊奈学園総合高校,57,県立,共学,スポーツ科学系,北足立郡伊奈町,saitama,埼玉県
伊奈学園総合高校,57,県立,共学,芸術系,北足立郡伊奈町,saitama,埼玉県
本庄高校,57,県立,共学,普通,本庄市,saitama,埼玉県
越谷西高校,56,県立,共学,普通,越谷市,saitama,埼玉県
所沢西高校,56,県立,共学,普通,所沢市,saitama,埼玉県
杉戸高校,56,県立,共学,普通,北葛飾郡杉戸町,saitama,埼玉県
草加高校,56,県立,共学,普通,草加市,saitama,埼玉県
朝霞高校,56,県立,共学,普通,朝霞市,saitama,埼玉県
松山女子高校,55,県立,女子,普通,東松山市,saitama,埼玉県
上尾高校,55,県立,共学,商業,上尾市,saitama,埼玉県
川口高校,55,県立,共学,普通,川口市,saitama,埼玉県
南稜高校,55,県立,共学,普通,戸田市,saitama,埼玉県
越谷総合技術高校,54,県立,共学,情報技術,越谷市,saitama,埼玉県
越谷総合技術高校,54,県立,共学,情報処理,越谷市,saitama,埼玉県
久喜高校,54,県立,女子,普通,久喜市,saitama,埼玉県
深谷第一高校,54,県立,共学,普通,深谷市,saitama,埼玉県
大宮光陵高校,54,県立,共学,音楽,さいたま市西区,saitama,埼玉県
大宮南高校,54,県立,共学,普通,さいたま市西区,saitama,埼玉県
秩父高校,54,県立,共学,普通,秩父市,saitama,埼玉県
南稜高校,54,県立,共学,外国語,戸田市,saitama,埼玉県
越谷総合技術高校,53,県立,共学,食物調理,越谷市,saitama,埼玉県
久喜北陽高校,53,県立,共学,総合,久喜市,saitama,埼玉県
芸術総合高校,53,県立,共学,映像芸術,所沢市,saitama,埼玉県
芸術総合高校,53,県立,共学,舞台芸術,所沢市,saitama,埼玉県
大宮光陵高校,53,県立,共学,美術,さいたま市西区,saitama,埼玉県
浦和商業高校,52,県立,共学,情報処理,さいたま市南区,saitama,埼玉県
草加南高校,52,県立,共学,外国語,草加市,saitama,埼玉県
羽生第一高校,51,県立,共学,普通,羽生市,saitama,埼玉県
桶川高校,51,県立,共学,普通,桶川市,saitama,埼玉県
岩槻高校,51,県立,共学,普通,さいたま市岩槻区,saitama,埼玉県
芸術総合高校,51,県立,共学,音楽,所沢市,saitama,埼玉県
芸術総合高校,51,県立,共学,美術,所沢市,saitama,埼玉県
新座総合技術高校,51,県立,共学,食物調理,新座市,saitama,埼玉県
草加南高校,51,県立,共学,普通,草加市,saitama,埼玉県
大宮光陵高校,51,県立,共学,書道,さいたま市西区,saitama,埼玉県
朝霞西高校,51,県立,共学,普通,朝霞市,saitama,埼玉県
入間向陽高校,51,県立,共学,普通,入間市,saitama,埼玉県
豊岡高校,51,県立,共学,普通,入間市,saitama,埼玉県
越谷総合技術高校,50,県立,共学,電子機械,越谷市,saitama,埼玉県
坂戸西高校,50,県立,共学,普通,坂戸市,saitama,埼玉県
浦和商業高校,49,県立,共学,商業,さいたま市南区,saitama,埼玉県
浦和東高校,49,県立,共学,普通,さいたま市緑区,saitama,埼玉県
岩槻高校,49,県立,共学,国際文化,さいたま市岩槻区,saitama,埼玉県
鴻巣高校,49,県立,共学,普通,鴻巣市,saitama,埼玉県
新座総合技術高校,49,県立,共学,服飾デザイン,新座市,saitama,埼玉県
川越西高校,49,県立,共学,普通,川越市,saitama,埼玉県
草加東高校,49,県立,共学,普通,草加市,saitama,埼玉県
越谷総合技術高校,48,県立,共学,服飾デザイン,越谷市,saitama,埼玉県
越谷総合技術高校,48,県立,共学,流通経済,越谷市,saitama,埼玉県
鴻巣女子高校,48,県立,女子,保育,鴻巣市,saitama,埼玉県
所沢中央高校,48,県立,共学,普通,所沢市,saitama,埼玉県
小川高校,48,県立,共学,普通,比企郡小川町,saitama,埼玉県
新座総合技術高校,48,県立,共学,デザイン,新座市,saitama,埼玉県
新座総合技術高校,48,県立,共学,情報技術,新座市,saitama,埼玉県
新座総合技術高校,48,県立,共学,電子機械,新座市,saitama,埼玉県
深谷商業高校,48,県立,共学,情報処理,深谷市,saitama,埼玉県
大宮東高校,48,県立,共学,普通,さいたま市見沼区,saitama,埼玉県
越谷東高校,47,県立,共学,普通,越谷市,saitama,埼玉県
滑川総合高校,47,県立,共学,総合,比企郡滑川町,saitama,埼玉県
狭山経済高校,47,県立,共学,情報処理,狭山市,saitama,埼玉県
狭山経済高校,47,県立,共学,流通経済,狭山市,saitama,埼玉県
熊谷商業高校,47,県立,共学,総合ビジネス,熊谷市,saitama,埼玉県
志木高校,47,県立,共学,普通,志木市,saitama,埼玉県
庄和高校,47,県立,共学,普通,春日部市,saitama,埼玉県
新座総合技術高校,47,県立,共学,総合ビジネス,新座市,saitama,埼玉県
川越総合高校,47,県立,共学,総合,川越市,saitama,埼玉県
鳩ヶ谷高校,47,県立,共学,普通,川口市,saitama,埼玉県
鷲宮高校,47,県立,共学,普通,久喜市,saitama,埼玉県
狭山経済高校,46,県立,共学,会計,狭山市,saitama,埼玉県
狭山清陵高校,46,県立,共学,普通,狭山市,saitama,埼玉県
三郷北高校,46,県立,共学,普通,三郷市,saitama,埼玉県
深谷商業高校,46,県立,共学,会計,深谷市,saitama,埼玉県
深谷商業高校,46,県立,共学,商業,深谷市,saitama,埼玉県
進修館高校,46,県立,共学,ものづくり,行田市,saitama,埼玉県
進修館高校,46,県立,共学,情報メディア,行田市,saitama,埼玉県
進修館高校,46,県立,共学,総合,行田市,saitama,埼玉県
進修館高校,46,県立,共学,電気システム,行田市,saitama,埼玉県
川越工業高校,46,県立,共学,機械,川越市,saitama,埼玉県
川越工業高校,46,県立,共学,建築,川越市,saitama,埼玉県
川越工業高校,46,県立,共学,電気,川越市,saitama,埼玉県
大宮商業高校,46,県立,共学,商業,さいたま市見沼区,saitama,埼玉県
大宮武蔵野高校,46,県立,共学,普通,さいたま市西区,saitama,埼玉県
鴻巣女子高校,45,県立,女子,家政科学,鴻巣市,saitama,埼玉県
春日部工業高校,45,県立,共学,機械,春日部市,saitama,埼玉県
春日部工業高校,45,県立,共学,建築,春日部市,saitama,埼玉県
春日部工業高校,45,県立,共学,電気,春日部市,saitama,埼玉県
松伏高校,45,県立,共学,音楽,北葛飾郡松伏町,saitama,埼玉県
松伏高校,45,県立,共学,情報ビジネス,北葛飾郡松伏町,saitama,埼玉県
松伏高校,45,県立,共学,普通,北葛飾郡松伏町,saitama,埼玉県
上尾鷹の台高校,45,県立,共学,普通,上尾市,saitama,埼玉県
川越工業高校,45,県立,共学,デザイン,川越市,saitama,埼玉県
川越工業高校,45,県立,共学,化学,川越市,saitama,埼玉県
川口東高校,45,県立,共学,普通,川口市,saitama,埼玉県
大宮工業高校,45,県立,共学,機械,さいたま市北区,saitama,埼玉県
鳩ヶ谷高校,45,県立,共学,情報処理,川口市,saitama,埼玉県
浦和工業高校,44,県立,共学,情報技術,さいたま市桜区,saitama,埼玉県
越生高校,44,県立,共学,美術,入間郡越生町,saitama,埼玉県
岩槻商業高校,44,県立,共学,商業,さいたま市岩槻区,saitama,埼玉県
岩槻商業高校,44,県立,共学,情報処理,さいたま市岩槻区,saitama,埼玉県
久喜工業高校,44,県立,共学,情報技術,久喜市,saitama,埼玉県
熊谷工業高校,44,県立,共学,機械,熊谷市,saitama,埼玉県
熊谷工業高校,44,県立,共学,建築,熊谷市,saitama,埼玉県
熊谷工業高校,44,県立,共学,情報技術,熊谷市,saitama,埼玉県
熊谷工業高校,44,県立,共学,電気,熊谷市,saitama,埼玉県
鴻巣高校,44,県立,共学,商業,鴻巣市,saitama,埼玉県
三郷工業技術高校,44,県立,共学,情報技術,三郷市,saitama,埼玉県
三郷工業技術高校,44,県立,共学,情報電子,三郷市,saitama,埼玉県
所沢商業高校,44,県立,共学,ビジネス会計,所沢市,saitama,埼玉県
所沢商業高校,44,県立,共学,国際流通,所沢市,saitama,埼玉県
所沢商業高校,44,県立,共学,情報処理,所沢市,saitama,埼玉県
上尾南高校,44,県立,共学,普通,上尾市,saitama,埼玉県
新座柳瀬高校,44,県立,共学,普通,新座市,saitama,埼玉県
深谷高校,44,県立,共学,普通,深谷市,saitama,埼玉県
川口青陵高校,44,県立,共学,普通,川口市,saitama,埼玉県
草加西高校,44,県立,共学,普通,草加市,saitama,埼玉県
大宮工業高校,44,県立,共学,建築,さいたま市北区,saitama,埼玉県
大宮工業高校,44,県立,共学,電気,さいたま市北区,saitama,埼玉県
大宮工業高校,44,県立,共学,電子機械,さいたま市北区,saitama,埼玉県
飯能高校,44,県立,共学,普通,飯能市,saitama,埼玉県
いずみ高校,43,県立,共学,環境系,さいたま市中央区,saitama,埼玉県
いずみ高校,43,県立,共学,生物系,さいたま市中央区,saitama,埼玉県
羽生実業高校,43,県立,共学,情報処理,羽生市,saitama,埼玉県
浦和工業高校,43,県立,共学,機械,さいたま市桜区,saitama,埼玉県
浦和工業高校,43,県立,共学,設備システム,さいたま市桜区,saitama,埼玉県
浦和工業高校,43,県立,共学,電気,さいたま市桜区,saitama,埼玉県
寄居城北高校,43,県立,共学,総合,大里郡寄居町,saitama,埼玉県
宮代高校,43,県立,共学,普通,南埼玉郡宮代町,saitama,埼玉県
熊谷工業高校,43,県立,共学,土木,熊谷市,saitama,埼玉県
三郷工業技術高校,43,県立,共学,機械,三郷市,saitama,埼玉県
三郷工業技術高校,43,県立,共学,電気,三郷市,saitama,埼玉県
三郷工業技術高校,43,県立,共学,電子機械,三郷市,saitama,埼玉県
児玉高校,43,県立,共学,普通,本庄市,saitama,埼玉県
誠和福祉高校,43,県立,共学,総合,羽生市,saitama,埼玉県
誠和福祉高校,43,県立,共学,福祉,羽生市,saitama,埼玉県
大宮東高校,43,県立,共学,体育,さいたま市見沼区,saitama,埼玉県
白岡高校,43,県立,共学,普通,白岡市,saitama,埼玉県
鳩ヶ谷高校,43,県立,共学,園芸デザイン,川口市,saitama,埼玉県
北本高校,43,県立,共学,普通,北本市,saitama,埼玉県
羽生実業高校,42,県立,共学,園芸,羽生市,saitama,埼玉県
羽生実業高校,42,県立,共学,商業,羽生市,saitama,埼玉県
羽生実業高校,42,県立,共学,農業経済,羽生市,saitama,埼玉県
久喜工業高校,42,県立,共学,環境科学,久喜市,saitama,埼玉県
久喜工業高校,42,県立,共学,機械,久喜市,saitama,埼玉県
久喜工業高校,42,県立,共学,工業化学,久喜市,saitama,埼玉県
久喜工業高校,42,県立,共学,電気,久喜市,saitama,埼玉県
狭山工業高校,42,県立,共学,機械,狭山市,saitama,埼玉県
狭山工業高校,42,県立,共学,電気,狭山市,saitama,埼玉県
狭山工業高校,42,県立,共学,電子機械,狭山市,saitama,埼玉県
熊谷農業高校,42,県立,共学,食品科学,熊谷市,saitama,埼玉県
熊谷農業高校,42,県立,共学,生活技術,熊谷市,saitama,埼玉県
熊谷農業高校,42,県立,共学,生物生産技術,熊谷市,saitama,埼玉県
熊谷農業高校,42,県立,共学,生物生産工学,熊谷市,saitama,埼玉県
杉戸農業高校,42,県立,共学,園芸,北葛飾郡杉戸町,saitama,埼玉県
杉戸農業高校,42,県立,共学,食品流通,北葛飾郡杉戸町,saitama,埼玉県
杉戸農業高校,42,県立,共学,生活技術,北葛飾郡杉戸町,saitama,埼玉県
杉戸農業高校,42,県立,共学,生物生産技術,北葛飾郡杉戸町,saitama,埼玉県
杉戸農業高校,42,県立,共学,生物生産工学,北葛飾郡杉戸町,saitama,埼玉県
杉戸農業高校,42,県立,共学,造園,北葛飾郡杉戸町,saitama,埼玉県
川越初雁高校,42,県立,共学,普通,川越市,saitama,埼玉県
秩父農工科学高校,42,県立,共学,ライフデザイン,秩父市,saitama,埼玉県
鶴ヶ島清風高校,42,県立,共学,普通,鶴ヶ島市,saitama,埼玉県
八潮高校,42,県立,共学,普通,八潮市,saitama,埼玉県
富士見高校,42,県立,共学,普通,富士見市,saitama,埼玉県
蓮田松韻高校,42,県立,共学,普通,蓮田市,saitama,埼玉県
ふじみ野高校,41,県立,共学,スポーツサイエンス,ふじみ野市,saitama,埼玉県
ふじみ野高校,41,県立,共学,普通,ふじみ野市,saitama,埼玉県
吉川美南高校,41,県立,共学,総合,吉川市,saitama,埼玉県
栗橋北彩高校,41,県立,共学,普通,久喜市,saitama,埼玉県
幸手桜高校,41,県立,共学,総合,幸手市,saitama,埼玉県
鴻巣女子高校,41,県立,女子,普通,鴻巣市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,フードデザイン,秩父市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,機械システム,秩父市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,食品化学,秩父市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,森林科学,秩父市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,電気システム,秩父市,saitama,埼玉県
秩父農工科学高校,41,県立,共学,農業,秩父市,saitama,埼玉県
日高高校,41,県立,共学,情報,日高市,saitama,埼玉県
日高高校,41,県立,共学,普通,日高市,saitama,埼玉県
八潮高校,41,県立,共学,体育,八潮市,saitama,埼玉県
八潮南高校,41,県立,共学,商業,八潮市,saitama,埼玉県
八潮南高校,41,県立,共学,情報処理,八潮市,saitama,埼玉県
八潮南高校,41,県立,共学,普通,八潮市,saitama,埼玉県
鳩山高校,41,県立,共学,情報管理,比企郡鳩山町,saitama,埼玉県
鳩山高校,41,県立,共学,普通,比企郡鳩山町,saitama,埼玉県
和光高校,41,県立,共学,普通,和光市,saitama,埼玉県
越生高校,40,県立,共学,普通,入間郡越生町,saitama,埼玉県
岩槻北陵高校,40,県立,共学,普通,さいたま市岩槻区,saitama,埼玉県
三郷高校,40,県立,共学,普通,三郷市,saitama,埼玉県
児玉白楊高校,40,県立,共学,環境デザイン,本庄市,saitama,埼玉県
児玉白楊高校,40,県立,共学,機械,本庄市,saitama,埼玉県
児玉白楊高校,40,県立,共学,生物資源,本庄市,saitama,埼玉県
児玉白楊高校,40,県立,共学,電子機械,本庄市,saitama,埼玉県
新座高校,40,県立,共学,普通,新座市,saitama,埼玉県
川口工業高校,40,県立,共学,機械,川口市,saitama,埼玉県
川口工業高校,40,県立,共学,情報通信,川口市,saitama,埼玉県
川口工業高校,40,県立,共学,電気,川口市,saitama,埼玉県
桶川西高校,39,県立,共学,普通,桶川市,saitama,埼玉県
皆野高校,39,県立,共学,商業,秩父郡皆野町,saitama,埼玉県
妻沼高校,39,県立,共学,普通,熊谷市,saitama,埼玉県
小鹿野高校,39,県立,共学,総合,秩父郡小鹿野町,saitama,埼玉県
上尾橘高校,39,県立,共学,普通,上尾市,saitama,埼玉県
飯能南高校,42,県立,共学,スポーツ,飯能市,saitama,埼玉県
飯能南高校,41,県立,共学,普通,飯能市,saitama,埼玉県
千葉高校,74,県立,共学,普通,千葉市中央区,chiba,千葉県
船橋高校,74,県立,共学,普通,船橋市,chiba,千葉県
船橋高校,72,県立,共学,理数,船橋市,chiba,千葉県
東葛飾高校,72,県立,共学,普通,柏市,chiba,千葉県
佐倉高校,71,県立,共学,普通,佐倉市,chiba,千葉県
佐倉高校,71,県立,共学,理数,佐倉市,chiba,千葉県
千葉東高校,71,県立,共学,普通,千葉市稲辺区,chiba,千葉県
木更津高校,70,県立,共学,理数,木更津市,chiba,千葉県
薬園台高校,70,県立,共学,普通,船橋市,chiba,千葉県
長生高校,69,県立,共学,理数,茂原市,chiba,千葉県
柏高校,68,県立,共学,普通,柏市,chiba,千葉県
小金高校,67,県立,共学,総合,松戸市,chiba,千葉県
船橋東高校,67,県立,共学,普通,船橋市,chiba,千葉県
八千代高校,67,県立,共学,普通,八千代市,chiba,千葉県
木更津高校,67,県立,共学,普通,木更津市,chiba,千葉県
長生高校,66,県立,共学,普通,茂原市,chiba,千葉県
柏高校,66,県立,共学,理数,柏市,chiba,千葉県
幕張総合高校,65,県立,共学,総合,千葉市美浜区,chiba,千葉県
鎌ケ谷高校,64,県立,共学,普通,鎌ケ谷市,chiba,千葉県
国府台高校,64,県立,共学,普通,市川市,chiba,千葉県
佐原高校,64,県立,共学,普通,香取市,chiba,千葉県
佐原高校,64,県立,共学,理数,香取市,chiba,千葉県
成東高校,64,県立,共学,理数,山武市,chiba,千葉県
柏南高校,64,県立,共学,普通,柏市,chiba,千葉県
成田国際高校,63,県立,共学,国際,成田市,chiba,千葉県
成田国際高校,63,県立,共学,普通,成田市,chiba,千葉県
成東高校,62,県立,共学,普通,山武市,chiba,千葉県
千葉西高校,62,県立,共学,普通,千葉市美浜区,chiba,千葉県
匝瑳高校,62,県立,共学,理数,匝瑳市,chiba,千葉県
松戸国際高校,61,県立,共学,普通,松戸市,chiba,千葉県
匝瑳高校,61,県立,共学,普通,匝瑳市,chiba,千葉県
津田沼高校,61,県立,共学,普通,習志野市,chiba,千葉県
検見川高校,60,県立,共学,普通,千葉市美浜区,chiba,千葉県
松戸国際高校,60,県立,共学,国際教養,松戸市,chiba,千葉県
安房高校,59,県立,共学,普通,館山市,chiba,千葉県
君津高校,59,県立,共学,普通,君津市,chiba,千葉県
国分高校,59,県立,共学,普通,市川市,chiba,千葉県
千葉女子高校,59,県立,女子,普通,千葉市稲毛区,chiba,千葉県
柏中央高校,59,県立,共学,普通,柏市,chiba,千葉県
幕張総合高校,59,県立,共学,看護,千葉市美浜区,chiba,千葉県
千葉南高校,58,県立,共学,普通,千葉市中央区,chiba,千葉県
柏の葉高校,58,県立,共学,普通,柏市,chiba,千葉県
佐原白楊高校,57,県立,共学,普通,香取市,chiba,千葉県
千葉女子高校,57,県立,女子,家政,千葉市稲毛区,chiba,千葉県
千葉北高校,57,県立,共学,普通,千葉市稲辺区,chiba,千葉県
船橋芝山高校,56,県立,共学,普通,船橋市,chiba,千葉県
東金高校,56,県立,共学,普通,東金市,chiba,千葉県
磯辺高校,55,県立,共学,普通,千葉市美浜区,chiba,千葉県
我孫子高校,55,県立,共学,普通,我孫子市,chiba,千葉県
市川東高校,55,県立,共学,普通,市川市,chiba,千葉県
袖ヶ浦高校,55,県立,共学,普通,袖ケ浦市,chiba,千葉県
船橋啓明高校,54,県立,共学,普通,船橋市,chiba,千葉県
東金高校,54,県立,共学,国際教養,東金市,chiba,千葉県
柏の葉高校,54,県立,共学,情報理数,柏市,chiba,千葉県
成田北高校,53,県立,共学,普通,成田市,chiba,千葉県
茂原高校,53,県立,共学,普通,茂原市,chiba,千葉県
松戸六実高校,52,県立,共学,普通,松戸市,chiba,千葉県
袖ヶ浦高校,52,県立,共学,情報コミュニケーション,袖ケ浦市,chiba,千葉県
大多喜高校,52,県立,共学,普通,夷隅郡大多喜町,chiba,千葉県
流山おおたかの森高校,52,県立,共学,普通,流山市,chiba,千葉県
四街道高校,51,県立,共学,普通,四街道市,chiba,千葉県
千葉商業高校,51,県立,共学,商業,千葉市中央区,chiba,千葉県
千葉商業高校,51,県立,共学,情報処理,千葉市中央区,chiba,千葉県
八千代高校,51,県立,共学,家政,八千代市,chiba,千葉県
八千代高校,51,県立,共学,体育,八千代市,chiba,千葉県
千城台高校,50,県立,共学,普通,千葉市若葉区,chiba,千葉県
千葉工業高校,50,県立,共学,理数工学,千葉市中央区,chiba,千葉県
八千代東高校,50,県立,共学,普通,八千代市,chiba,千葉県
流山おおたかの森高校,50,県立,共学,国際コミュニケーション,流山市,chiba,千葉県
佐倉東高校,49,県立,共学,調理国際,佐倉市,chiba,千葉県
市原八幡高校,49,県立,共学,普通,市原市,chiba,千葉県
松戸高校,49,県立,共学,芸術,松戸市,chiba,千葉県
松戸高校,49,県立,共学,普通,松戸市,chiba,千葉県
千葉工業高校,49,県立,共学,情報技術,千葉市中央区,chiba,千葉県
銚子高校,49,県立,共学,普通,銚子市,chiba,千葉県
長狭高校,49,県立,共学,普通,鴨川市,chiba,千葉県
土気高校,49,県立,共学,普通,千葉市緑区,chiba,千葉県
柏陵高校,49,県立,共学,普通,柏市,chiba,千葉県
富里高校,49,県立,共学,普通,富里市,chiba,千葉県
一宮商業高校,48,県立,共学,商業,長生郡一宮町,chiba,千葉県
一宮商業高校,48,県立,共学,情報処理,長生郡一宮町,chiba,千葉県
印旛明誠高校,48,県立,共学,普通,印西市,chiba,千葉県
市川昴高校,48,県立,共学,普通,市川市,chiba,千葉県
実籾高校,48,県立,共学,普通,習志野市,chiba,千葉県
若松高校,48,県立,共学,普通,千葉市若葉区,chiba,千葉県
銚子商業高校,48,県立,共学,商業,銚子市,chiba,千葉県
銚子商業高校,48,県立,共学,情報処理,銚子市,chiba,千葉県
柏井高校,48,県立,共学,普通,千葉市花見川区,chiba,千葉県
館山総合高校,47,県立,共学,工業,館山市,chiba,千葉県
京葉高校,47,県立,共学,普通,市原市,chiba,千葉県
君津商業高校,47,県立,共学,商業,富津市,chiba,千葉県
君津商業高校,47,県立,共学,情報管理,富津市,chiba,千葉県
佐倉東高校,47,県立,共学,普通,佐倉市,chiba,千葉県
千葉工業高校,47,県立,共学,電子機械,千葉市中央区,chiba,千葉県
東金商業高校,47,県立,共学,商業,東金市,chiba,千葉県
東金商業高校,47,県立,共学,情報処理,東金市,chiba,千葉県
木更津東高校,47,県立,女子,普通,木更津市,chiba,千葉県
館山総合高校,46,県立,共学,商業,館山市,chiba,千葉県
佐倉東高校,46,県立,共学,服飾デザイン,佐倉市,chiba,千葉県
松尾高校,46,県立,共学,普通,山武市,chiba,千葉県
千葉工業高校,46,県立,共学,電気,千葉市中央区,chiba,千葉県
船橋二和高校,46,県立,共学,普通,船橋市,chiba,千葉県
茂原樟陽高校,46,県立,共学,環境化学,茂原市,chiba,千葉県
茂原樟陽高校,46,県立,共学,電気,茂原市,chiba,千葉県
茂原樟陽高校,46,県立,共学,電子機械,茂原市,chiba,千葉県
木更津東高校,46,県立,女子,家政,木更津市,chiba,千葉県
館山総合高校,45,県立,共学,家政,館山市,chiba,千葉県
京葉工業高校,45,県立,共学,機械,千葉市稲毛区,chiba,千葉県
京葉工業高校,45,県立,共学,建設,千葉市稲毛区,chiba,千葉県
京葉工業高校,45,県立,共学,設備システム,千葉市稲毛区,chiba,千葉県
京葉工業高校,45,県立,共学,電子工業,千葉市稲毛区,chiba,千葉県
市川南高校,45,県立,共学,普通,市川市,chiba,千葉県
生浜高校,45,県立,共学,普通,千葉市中央区,chiba,千葉県
東総工業高校,45,県立,共学,建設,旭市,chiba,千葉県
東総工業高校,45,県立,共学,情報技術,旭市,chiba,千葉県
東総工業高校,45,県立,共学,電気,旭市,chiba,千葉県
東総工業高校,45,県立,共学,電子機械,旭市,chiba,千葉県
茂原樟陽高校,45,県立,共学,土木造園,茂原市,chiba,千葉県
佐倉西高校,44,県立,共学,普通,佐倉市,chiba,千葉県
市川工業高校,44,県立,共学,インテリア,市川市,chiba,千葉県
小見川高校,44,県立,共学,普通,香取市,chiba,千葉県
千葉工業高校,44,県立,共学,工業化学,千葉市中央区,chiba,千葉県
多古高校,44,県立,共学,普通,香取郡多古町,chiba,千葉県
白井高校,44,県立,共学,普通,白井市,chiba,千葉県
茂原樟陽高校,44,県立,共学,食品科学,茂原市,chiba,千葉県
茂原樟陽高校,44,県立,共学,農業,茂原市,chiba,千葉県
野田中央高校,44,県立,共学,普通,野田市,chiba,千葉県
薬園台高校,44,県立,共学,園芸,船橋市,chiba,千葉県
流山高校,44,県立,共学,商業,流山市,chiba,千葉県
流山高校,44,県立,共学,情報処理,流山市,chiba,千葉県
犢橋高校,44,県立,共学,普通,千葉市花見川区,chiba,千葉県
鎌ケ谷西高校,43,県立,共学,普通,鎌ケ谷市,chiba,千葉県
九十九里高校,43,県立,共学,普通,山武郡九十九里町,chiba,千葉県
姉崎高校,43,県立,共学,普通,市原市,chiba,千葉県
市川工業高校,43,県立,共学,機械,市川市,chiba,千葉県
市川工業高校,43,県立,共学,建築,市川市,chiba,千葉県
市川工業高校,43,県立,共学,電気,市川市,chiba,千葉県
松戸向陽高校,43,県立,共学,福祉教養,松戸市,chiba,千葉県
松戸馬橋高校,43,県立,共学,普通,松戸市,chiba,千葉県
船橋北高校,43,県立,共学,普通,船橋市,chiba,千葉県
大原高校,43,県立,共学,総合,いすみ市,chiba,千葉県
安房拓心高校,42,県立,共学,総合,南房総市,chiba,千葉県
