school_name,hensachi,school_type,gender,gakka,location,prefecture,prefecture_ja
新城高校,38,県立,共学,園芸デザイン,新城市,aichi,愛知県
新城高校,38,県立,共学,食農サイエンス,新城市,aichi,愛知県
新城高校,38,県立,共学,生活創造,新城市,aichi,愛知県
四日市高校,72,県立,共学,国際科学,四日市市,mie,三重県
伊勢高校,69,県立,共学,国際科学,伊勢市,mie,三重県
四日市高校,69,県立,共学,普通,四日市市,mie,三重県
津西高校,68,県立,共学,国際科学,津市,mie,三重県
桑名高校,67,県立,共学,理数,桑名市,mie,三重県
四日市南高校,67,県立,共学,数理科学,四日市市,mie,三重県
上野高校,67,県立,共学,理数,伊賀市,mie,三重県
津高校,67,県立,共学,普通,津市,mie,三重県
松阪高校,66,県立,共学,理数,松阪市,mie,三重県
伊勢高校,65,県立,共学,普通,伊勢市,mie,三重県
四日市南高校,64,県立,共学,普通,四日市市,mie,三重県
川越高校,64,県立,共学,国際文理,三重郡川越町,mie,三重県
神戸高校,63,県立,共学,理数,鈴鹿市,mie,三重県
桑名高校,62,県立,共学,普通,桑名市,mie,三重県
津西高校,61,県立,共学,普通,津市,mie,三重県
川越高校,60,県立,共学,普通,三重郡川越町,mie,三重県
松阪高校,59,県立,共学,普通,松阪市,mie,三重県
四日市西高校,58,県立,共学,数理情報,四日市市,mie,三重県
四日市西高校,58,県立,共学,比較文化・歴史,四日市市,mie,三重県
宇治山田高校,57,県立,共学,普通,伊勢市,mie,三重県
津東高校,57,県立,共学,普通,津市,mie,三重県
桑名高校,56,県立,共学,衛生看護,桑名市,mie,三重県
上野高校,56,県立,共学,普通,伊賀市,mie,三重県
神戸高校,56,県立,共学,普通,鈴鹿市,mie,三重県
名張青峰高校,56,県立,共学,文理探究,名張市,mie,三重県
尾鷲高校,55,県立,共学,普通/プログレッシブ,尾鷲市,mie,三重県
宇治山田商業高校,54,県立,共学,国際,伊勢市,mie,三重県
宇治山田商業高校,54,県立,共学,商業,伊勢市,mie,三重県
宇治山田商業高校,54,県立,共学,情報処理,伊勢市,mie,三重県
木本高校,53,県立,共学,普通,熊野市,mie,三重県
四日市工業高校,52,県立,共学,機械,四日市市,mie,三重県
四日市工業高校,52,県立,共学,建築,四日市市,mie,三重県
四日市工業高校,52,県立,共学,自動車,四日市市,mie,三重県
四日市工業高校,52,県立,共学,電気,四日市市,mie,三重県
四日市工業高校,52,県立,共学,電子機械,四日市市,mie,三重県
四日市工業高校,52,県立,共学,電子工学,四日市市,mie,三重県
四日市工業高校,52,県立,共学,物質工学,四日市市,mie,三重県
四日市西高校,52,県立,共学,普通,四日市市,mie,三重県
桑名西高校,51,県立,共学,普通,桑名市,mie,三重県
四日市商業高校,51,県立,共学,情報マネジメント,四日市市,mie,三重県
松阪工業高校,51,県立,共学,電気工学,松阪市,mie,三重県
松阪商業高校,50,県立,共学,国際ビジネス,松阪市,mie,三重県
木本高校,50,県立,共学,総合,熊野市,mie,三重県
いなべ総合学園高校,49,県立,共学,総合,いなべ市,mie,三重県
四日市農芸高校,49,県立,共学,生活文化,四日市市,mie,三重県
尾鷲高校,49,県立,共学,普通,尾鷲市,mie,三重県
名張青峰高校,49,県立,共学,普通(未来創造コース),名張市,mie,三重県
松阪商業高校,48,県立,共学,総合ビジネス,松阪市,mie,三重県
相可高校,48,県立,共学,普通,多気郡多気町,mie,三重県
津商業高校,48,県立,共学,情報システム,津市,mie,三重県
松阪工業高校,47,県立,共学,機械,松阪市,mie,三重県
相可高校,47,県立,共学,食物調理,多気郡多気町,mie,三重県
亀山高校,46,県立,共学,普通,亀山市,mie,三重県
四日市商業高校,46,県立,共学,商業,四日市市,mie,三重県
明野高校,46,県立,共学,生活教養,伊勢市,mie,三重県
桑名工業高校,45,県立,共学,機械・材料技術,桑名市,mie,三重県
桑名工業高校,45,県立,共学,電気・電子,桑名市,mie,三重県
四日市中央工業高校,45,県立,共学,化学工学,四日市市,mie,三重県
四日市中央工業高校,45,県立,共学,機械,四日市市,mie,三重県
四日市中央工業高校,45,県立,共学,設備システム,四日市市,mie,三重県
四日市中央工業高校,45,県立,共学,電気,四日市市,mie,三重県
四日市中央工業高校,45,県立,共学,都市工学,四日市市,mie,三重県
松阪工業高校,45,県立,共学,工業化学,松阪市,mie,三重県
松阪工業高校,45,県立,共学,自動車,松阪市,mie,三重県
松阪工業高校,45,県立,共学,繊維デザイン,松阪市,mie,三重県
相可高校,45,県立,共学,環境創造,多気郡多気町,mie,三重県
相可高校,45,県立,共学,生産経済,多気郡多気町,mie,三重県
津工業高校,45,県立,共学,電子,津市,mie,三重県
津商業高校,45,県立,共学,ビジネス,津市,mie,三重県
伊勢工業高校,44,県立,共学,機械,伊勢市,mie,三重県
伊勢工業高校,44,県立,共学,建築,伊勢市,mie,三重県
伊勢工業高校,44,県立,共学,電気,伊勢市,mie,三重県
津工業高校,44,県立,共学,機械,津市,mie,三重県
津工業高校,44,県立,共学,建設工学,津市,mie,三重県
津工業高校,44,県立,共学,電気,津市,mie,三重県
飯野高校,44,県立,共学,応用デザイン,鈴鹿市,mie,三重県
久居高校,43,県立,共学,普通,津市,mie,三重県
久居農林高校,43,県立,共学,環境情報,津市,mie,三重県
久居農林高校,43,県立,共学,環境土木,津市,mie,三重県
久居農林高校,43,県立,共学,生活デザイン,津市,mie,三重県
久居農林高校,43,県立,共学,生物資源,津市,mie,三重県
久居農林高校,43,県立,共学,生物生産,津市,mie,三重県
四日市農芸高校,43,県立,共学,環境造園,四日市市,mie,三重県
四日市農芸高校,43,県立,共学,食品科学,四日市市,mie,三重県
四日市農芸高校,43,県立,共学,農業科学,四日市,mie,三重県
白子高校,43,県立,共学,普通,鈴鹿市,mie,三重県
名張高校,43,県立,共学,総合,名張市,mie,三重県
明野高校,43,県立,共学,福祉,伊勢市,mie,三重県
亀山高校,42,県立,共学,システムメディア,亀山市,mie,三重県
志摩高校,42,県立,共学,普通,志摩市,mie,三重県
白子高校,42,県立,共学,文化教養(吹奏楽),鈴鹿市,mie,三重県
飯野高校,42,県立,共学,英語コミュニケーション,鈴鹿市,mie,三重県
稲生高校,41,県立,共学,普通,鈴鹿市,mie,三重県
亀山高校,41,県立,共学,総合生活,亀山市,mie,三重県
四日市四郷高校,41,県立,共学,普通,四日市市,mie,三重県
伊賀白鳳高校,40,県立,共学,ヒューマンサービス,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,フードシステム,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,機械,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,経営,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,建築デザイン,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,生物資源,伊賀市,mie,三重県
伊賀白鳳高校,40,県立,共学,電子機械,伊賀市,mie,三重県
四日市四郷高校,40,県立,共学,スポーツ科学,四日市市,mie,三重県
鳥羽高校,40,県立,共学,総合,鳥羽市,mie,三重県
白子高校,40,県立,共学,生活創造,鈴鹿市,mie,三重県
明野高校,40,県立,共学,食品科学,伊勢市,mie,三重県
明野高校,40,県立,共学,生産科学,伊勢市,mie,三重県
昴学園高校,40,県立,共学,総合,多気郡大台町,mie,三重県
あけぼの学園高校,39,県立,共学,総合,伊賀市,mie,三重県
桑名北高校,39,県立,共学,普通,桑名市,mie,三重県
飯南高校,39,県立,共学,総合,松阪市,mie,三重県
稲生高校,38,県立,共学,体育,鈴鹿市,mie,三重県
紀南高校,38,県立,共学,普通,南牟婁郡御浜町,mie,三重県
菰野高校,38,県立,共学,普通,三重郡菰野町,mie,三重県
朝明高校,38,県立,共学,ふくし,四日市市,mie,三重県
朝明高校,38,県立,共学,普通,四日市市,mie,三重県
南伊勢高校度会校舎,38,県立,共学,普通,度会郡度会町,mie,三重県
南伊勢高校南勢校舎,38,県立,共学,普通,度会郡南伊勢町,mie,三重県
尾鷲高校,38,県立,共学,システム工学,尾鷲市,mie,三重県
尾鷲高校,38,県立,共学,情報ビジネス,尾鷲市,mie,三重県
三重県立水産高校,37,県立,共学,海洋・機関,志摩市,mie,三重県
三重県立水産高校,37,県立,共学,水産資源,志摩市,mie,三重県
石薬師高校,37,県立,共学,普通,鈴鹿市,mie,三重県
白山高校,37,県立,共学,情報コミュニケーション,津市,mie,三重県
白山高校,37,県立,共学,普通,津市,mie,三重県
名張西高校,52,県立,共学,英語,名張市,mie,三重県
名張西高校,49,県立,共学,普通,名張市,mie,三重県
名張西高校,48,県立,共学,情報,名張市,mie,三重県
名張桔梗丘高校,44,県立,共学,普通,名張市,mie,三重県
膳所高校,76,県立,共学,理数,大津市,shiga,滋賀県
膳所高校,72,県立,共学,普通,大津市,shiga,滋賀県
守山高校,68,県立,共学,普通,守山市,shiga,滋賀県
石山高校,68,県立,共学,普通,大津市,shiga,滋賀県
彦根東高校,68,県立,共学,普通,彦根市,shiga,滋賀県
米原高校,64,県立,共学,理数,米原市,shiga,滋賀県
東大津高校,63,県立,共学,普通,大津市,shiga,滋賀県
虎姫高校,62,県立,共学,普通,長浜市,shiga,滋賀県
八日市高校,62,県立,共学,普通,東近江市,shiga,滋賀県
草津東高校,61,県立,共学,普通,草津市,shiga,滋賀県
米原高校,61,県立,共学,普通,米原市,shiga,滋賀県
河瀬高校,56,県立,共学,普通,彦根市,shiga,滋賀県
水口東高校,56,県立,共学,普通,甲賀市,shiga,滋賀県
大津高校,56,県立,共学,普通,大津市,shiga,滋賀県
玉川高校,55,県立,共学,普通,草津市,shiga,滋賀県
石山高校,53,県立,共学,音楽,大津市,shiga,滋賀県
長浜北高校,53,県立,共学,普通,長浜市,shiga,滋賀県
八幡高校,53,県立,共学,普通,近江八幡市,shiga,滋賀県
高島高校,51,県立,共学,文理探究,高島市,shiga,滋賀県
草津東高校,51,県立,共学,体育,草津市,shiga,滋賀県
甲西高校,50,県立,共学,普通,湖南市,shiga,滋賀県
八幡商業高校,49,県立,共学,国際経済,近江八幡市,shiga,滋賀県
八幡商業高校,49,県立,共学,商業,近江八幡市,shiga,滋賀県
八幡商業高校,49,県立,共学,情報処理,近江八幡市,shiga,滋賀県
国際情報高校,48,県立,共学,総合,栗東市,shiga,滋賀県
大津高校,48,県立,共学,家庭科学,大津市,shiga,滋賀県
長浜北星高校,48,県立,共学,総合,長浜市,shiga,滋賀県
彦根翔西館高校,48,県立,共学,総合,彦根市,shiga,滋賀県
高島高校,47,県立,共学,普通,高島市,shiga,滋賀県
大津商業高校,46,県立,共学,情報システム,大津市,shiga,滋賀県
大津商業高校,46,県立,共学,総合ビジネス,大津市,shiga,滋賀県
伊吹高校,44,県立,共学,普通,米原市,shiga,滋賀県
水口高校,44,県立,共学,普通,甲賀市,shiga,滋賀県
瀬田工業高校,44,県立,共学,化学工業,大津市,shiga,滋賀県
瀬田工業高校,44,県立,共学,機械,大津市,shiga,滋賀県
瀬田工業高校,44,県立,共学,電気,大津市,shiga,滋賀県
草津高校,44,県立,共学,普通,草津市,shiga,滋賀県
堅田高校,43,県立,共学,普通,大津市,shiga,滋賀県
能登川高校,43,県立,共学,普通,東近江市,shiga,滋賀県
彦根工業高校,43,県立,共学,機械,彦根市,shiga,滋賀県
彦根工業高校,43,県立,共学,建設,彦根市,shiga,滋賀県
彦根工業高校,43,県立,共学,電気,彦根市,shiga,滋賀県
栗東高校,42,県立,共学,美術,栗東市,shiga,滋賀県
日野高校,42,県立,共学,総合,蒲生郡日野町,shiga,滋賀県
八幡工業高校,42,県立,共学,環境化学,近江八幡市,shiga,滋賀県
八幡工業高校,42,県立,共学,機械,近江八幡市,shiga,滋賀県
八幡工業高校,42,県立,共学,電気,近江八幡市,shiga,滋賀県
守山北高校,41,県立,共学,普通,守山市,shiga,滋賀県
安曇川高校,40,県立,共学,総合,高島市,shiga,滋賀県
甲南高校,40,県立,共学,総合,甲賀市,shiga,滋賀県
伊香高校,39,県立,共学,普通,長浜市,shiga,滋賀県
信楽高校,39,県立,共学,総合,甲賀市,shiga,滋賀県
石部高校,39,県立,共学,普通,湖南市,shiga,滋賀県
北大津高校,39,県立,共学,普通,大津市,shiga,滋賀県
野洲高校,39,県立,共学,普通,野洲市,shiga,滋賀県
愛知高校,38,県立,共学,普通,愛知郡愛荘町,shiga,滋賀県
栗東高校,38,県立,共学,普通,栗東市,shiga,滋賀県
湖南農業高校,38,県立,共学,花緑,草津市,shiga,滋賀県
湖南農業高校,38,県立,共学,食品,草津市,shiga,滋賀県
八日市南高校,38,県立,共学,花緑デザイン,東近江市,shiga,滋賀県
八日市南高校,38,県立,共学,食品,東近江市,shiga,滋賀県
八日市南高校,38,県立,共学,農業,東近江市,shiga,滋賀県
湖南農業高校,37,県立,共学,農業,草津市,shiga,滋賀県
長浜農業高校,37,県立,共学,園芸,長浜市,shiga,滋賀県
長浜農業高校,37,県立,共学,食品,長浜市,shiga,滋賀県
長浜農業高校,37,県立,共学,農業,長浜市,shiga,滋賀県
彦根翔陽高校,51,県立,共学,総合,彦根市,shiga,滋賀県
