area_code,total_pop,did_pop,area_name,did_ratio
12233,49735,17754,富里市,35.7
12236,72356,8922,香取市,12.33
12239,48129,5142,大網白里市,10.68
12322,20745,12553,酒々井町,60.51
12329,20127,8675,栄町,43.1
13100,9733276,9733276,特別区部,100.0
13101,66680,66680,千代田区,100.0
13102,169179,169179,中央区,100.0
13103,260486,260486,港区,100.0
13104,349385,349385,新宿区,100.0
13105,240069,240069,文京区,100.0
13106,211444,211444,台東区,100.0
13107,272085,272085,墨田区,100.0
13108,524310,524310,江東区,100.0
13109,422488,422488,品川区,100.0
13110,288088,288088,目黒区,100.0
13111,748081,748081,大田区,100.0
13112,943664,943664,世田谷区,100.0
13113,243883,243883,渋谷区,100.0
13114,344880,344880,中野区,100.0
13115,591108,591108,杉並区,100.0
13116,301599,301599,豊島区,100.0
13117,355213,355213,北区,100.0
13118,217475,217475,荒川区,100.0
13119,584483,584483,板橋区,100.0
13120,752608,752608,練馬区,100.0
13121,695043,695043,足立区,100.0
13122,453093,453093,葛飾区,100.0
13123,697932,697932,江戸川区,100.0
13201,579355,525295,八王子市,90.67
13202,183581,182834,立川市,99.59
13203,150149,150149,武蔵野市,100.0
13204,195391,195391,三鷹市,100.0
13205,133535,105591,青梅市,79.07
13206,262790,262790,府中市,100.0
13207,113949,107357,昭島市,94.21
13208,242614,242614,調布市,100.0
13209,431079,409438,町田市,94.98
13210,126074,126074,小金井市,100.0
13211,198739,198739,小平市,100.0
13212,190435,188621,日野市,99.05
13213,151815,151743,東村山市,99.95
13214,129242,129242,国分寺市,100.0
13215,77130,75958,国立市,98.48
13218,56414,56412,福生市,100.0
13219,84772,84772,狛江市,100.0
13220,83901,83156,東大和市,99.11
13221,76208,73564,清瀬市,96.53
13222,115271,115271,東久留米市,100.0
13223,70829,67104,武蔵村山市,94.74
13224,146951,144468,多摩市,98.31
13225,93151,87331,稲城市,93.75
13227,54326,53551,羽村市,98.57
13228,79292,63819,あきる野市,80.49
13229,207388,207388,西東京市,100.0
13303,31765,22061,瑞穂町,69.45
14100,3777491,3688620,横浜市,97.65
