school_name,hensachi,school_type,gender,gakka,location,prefecture,prefecture_ja,area_code,daynight_ratio
沼津工業高校,46,県立,共学,建築,沼津市,shizuoka,静岡県,22203,107.02591
沼津工業高校,46,県立,共学,電気,沼津市,shizuoka,静岡県,22203,107.02591
沼津工業高校,46,県立,共学,電子ロボット,沼津市,shizuoka,静岡県,22203,107.02591
沼津工業高校,46,県立,共学,都市環境工学,沼津市,shizuoka,静岡県,22203,107.02591
静岡農業高校,46,県立,共学,環境系(環境科学),静岡市葵区,shizuoka,静岡県,22101,109.80942
静岡農業高校,46,県立,共学,食品系(食品科学・生活科学),静岡市葵区,shizuoka,静岡県,22101,109.80942
静岡農業高校,46,県立,共学,生産系(生物生産・生産流通),静岡市葵区,shizuoka,静岡県,22101,109.80942
富岳館高校,46,県立,共学,総合,富士宮市,shizuoka,静岡県,22207,95.39803
吉原工業高校,45,県立,共学,ロボット工学,富士市,shizuoka,静岡県,22210,99.25161
吉原工業高校,45,県立,共学,機械工学,富士市,shizuoka,静岡県,22210,99.25161
吉原工業高校,45,県立,共学,電気情報工学,富士市,shizuoka,静岡県,22210,99.25161
吉原工業高校,45,県立,共学,理数化学,富士市,shizuoka,静岡県,22210,99.25161
駿河総合高校,45,県立,共学,総合,静岡市駿河区,shizuoka,静岡県,22102,100.42557
田方農業高校,45,県立,共学,動物科学,田方郡函南町,shizuoka,静岡県,,
島田工業高校,45,県立,共学,Ⅰ類,島田市,shizuoka,静岡県,22209,93.16699
島田工業高校,45,県立,共学,Ⅱ類,島田市,shizuoka,静岡県,22209,93.16699
磐田西高校,45,県立,共学,総合ビジネス,磐田市,shizuoka,静岡県,22211,102.95377
浜松大平台高校,45,県立,共学,総合,浜松市西区,shizuoka,静岡県,22133,90.29124
湖西高校,44,県立,共学,普通,湖西市,shizuoka,静岡県,22221,111.53055
小笠高校,44,県立,共学,総合,菊川市,shizuoka,静岡県,22224,94.97466
清流館高校,44,県立,共学,福祉,焼津市,shizuoka,静岡県,22212,93.8442
袋井商業高校,44,県立,共学,商業,袋井市,shizuoka,静岡県,22216,98.04404
田方農業高校,44,県立,共学,ライフデザイン,田方郡函南町,shizuoka,静岡県,,
田方農業高校,44,県立,共学,園芸デザイン,田方郡函南町,shizuoka,静岡県,,
田方農業高校,44,県立,共学,食品科学,田方郡函南町,shizuoka,静岡県,,
田方農業高校,44,県立,共学,生産科学,田方郡函南町,shizuoka,静岡県,,
藤枝北高校,44,県立,共学,総合,藤枝市,shizuoka,静岡県,22214,91.57272
磐田農業高校,44,県立,共学,環境科学,磐田市,shizuoka,静岡県,22211,102.95377
磐田農業高校,44,県立,共学,食品科学,磐田市,shizuoka,静岡県,22211,102.95377
磐田農業高校,44,県立,共学,生活科学,磐田市,shizuoka,静岡県,22211,102.95377
磐田農業高校,44,県立,共学,生産科学,磐田市,shizuoka,静岡県,22211,102.95377
磐田農業高校,44,県立,共学,生産流通,磐田市,shizuoka,静岡県,22211,102.95377
浜松江之島高校,44,県立,共学,芸術,浜松市南区,shizuoka,静岡県,22134,97.34113
浜松江之島高校,44,県立,共学,普通,浜松市南区,shizuoka,静岡県,22134,97.34113
浜松東高校,44,県立,共学,普通,浜松市東区,shizuoka,静岡県,22132,98.78962
伊豆総合高校,43,県立,共学,工業,伊豆市,shizuoka,静岡県,22222,94.46946
伊豆総合高校,43,県立,共学,総合,伊豆市,shizuoka,静岡県,22222,94.46946
御殿場高校,43,県立,共学,生活創造デザイン,御殿場市,shizuoka,静岡県,22215,98.65687
御殿場高校,43,県立,共学,創造ビジネス,御殿場市,shizuoka,静岡県,22215,98.65687
相良高校,43,県立,共学,商業,牧之原市,shizuoka,静岡県,22226,110.46831
相良高校,43,県立,共学,普通,牧之原市,shizuoka,静岡県,22226,110.46831
浜松湖北高校,43,県立,共学,普通,浜松市北区,shizuoka,静岡県,22135,102.86426
浜松東高校,43,県立,共学,情報ビジネス,浜松市東区,shizuoka,静岡県,22132,98.78962
浜松東高校,43,県立,共学,総合ビジネス,浜松市東区,shizuoka,静岡県,22132,98.78962
伊東商業高校,42,県立,共学,総合ビジネス,伊東市,shizuoka,静岡県,22208,96.46938
伊豆伊東高校,42,県立,共学,ビジネスマネジメント,伊東市,shizuoka,静岡県,22208,96.46938
稲取高校,42,県立,共学,普通,賀茂郡東伊豆町,shizuoka,静岡県,,
御殿場高校,42,県立,共学,創造工学,御殿場市,shizuoka,静岡県,22215,98.65687
松崎高校,42,県立,共学,普通,賀茂郡松崎町,shizuoka,静岡県,,
裾野高校,42,県立,共学,総合,裾野市,shizuoka,静岡県,22220,106.08681
天竜高校,42,県立,共学,総合,浜松市天竜区,shizuoka,静岡県,22137,95.14063
浜松湖北高校,42,県立,共学,産業マネジメントⅠ,浜松市北区,shizuoka,静岡県,22135,102.86426
浜松湖北高校,42,県立,共学,産業マネジメントⅡ,浜松市北区,shizuoka,静岡県,22135,102.86426
浜松湖北高校,42,県立,共学,産業マネジメントⅢ,浜松市北区,shizuoka,静岡県,22135,102.86426
遠江総合高校,41,県立,共学,総合,周智郡森町,shizuoka,静岡県,,
焼津水産高校,41,県立,共学,海洋科学,焼津市,shizuoka,静岡県,22212,93.8442
焼津水産高校,41,県立,共学,栽培漁業,焼津市,shizuoka,静岡県,22212,93.8442
焼津水産高校,41,県立,共学,食品科学,焼津市,shizuoka,静岡県,22212,93.8442
焼津水産高校,41,県立,共学,流通情報,焼津市,shizuoka,静岡県,22212,93.8442
天竜高校,41,県立,共学,農業(森林科・環境科),浜松市天竜区,shizuoka,静岡県,22137,95.14063
天竜高校,41,県立,共学,福祉,浜松市天竜区,shizuoka,静岡県,22137,95.14063
伊東高校城ケ崎分校,40,県立,共学,普通,伊東市,shizuoka,静岡県,22208,96.46938
新居高校,40,県立,共学,普通,湖西市,shizuoka,静岡県,22221,111.53055
池新田高校,40,県立,共学,普通,御前崎市,shizuoka,静岡県,22223,97.00411
浜松湖北高校佐久間分校,40,県立,共学,普通,浜松市天竜区,shizuoka,静岡県,22137,95.14063
横須賀高校,39,県立,共学,普通,掛川市,shizuoka,静岡県,22213,101.11778
天竜高校春野校舎,39,県立,共学,普通,浜松市天竜区,shizuoka,静岡県,22137,95.14063
熱海高校,39,県立,共学,普通,熱海市,shizuoka,静岡県,22205,106.15012
伊豆総合高校土肥分校,38,県立,共学,普通,伊豆市,shizuoka,静岡県,22222,94.46946
下田高校南伊豆分校,38,県立,共学,園芸,賀茂郡南伊豆町,shizuoka,静岡県,,
川根高校,38,県立,共学,普通,榛原郡川根本町,shizuoka,静岡県,,
金谷高校,42,県立,共学,普通,島田市,shizuoka,静岡県,22209,93.16699
旭丘高校,72,県立,共学,普通,名古屋市東区,aichi,愛知県,23102,158.13974
岡崎高校,72,県立,共学,普通,岡崎市,aichi,愛知県,23202,93.52344
一宮高校,71,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
明和高校,71,県立,共学,普通,名古屋市東区,aichi,愛知県,23102,158.13974
刈谷高校,70,県立,共学,普通,刈谷市,aichi,愛知県,23210,123.1289
時習館高校,70,県立,共学,普通,豊橋市,aichi,愛知県,23201,97.10058
千種高校,69,県立,共学,普通,名古屋市名東区,aichi,愛知県,23115,84.86775
瑞陵高校,68,県立,共学,普通,名古屋市瑞穂区,aichi,愛知県,23108,102.81899
瑞陵高校,68,県立,共学,理数,名古屋市瑞穂区,aichi,愛知県,23108,102.81899
半田高校,68,県立,共学,普通,半田市,aichi,愛知県,23205,99.66726
一宮西高校,67,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
豊田西高校,67,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
岡崎北高校,66,県立,共学,理数,岡崎市,aichi,愛知県,23202,93.52344
岡崎北高校,65,県立,共学,普通,岡崎市,aichi,愛知県,23202,93.52344
五条高校,65,県立,共学,普通,あま市,aichi,愛知県,23237,82.58763
西春高校,65,県立,共学,普通,北名古屋市,aichi,愛知県,23234,90.94053
旭野高校,64,県立,共学,普通,尾張旭市,aichi,愛知県,23226,81.03408
西尾高校,64,県立,共学,普通,西尾市,aichi,愛知県,23213,96.06108
千種高校,64,県立,共学,国際教養,名古屋市名東区,aichi,愛知県,23115,84.86775
横須賀高校,63,県立,共学,普通,東海市,aichi,愛知県,23222,101.20239
昭和高校,63,県立,共学,普通,名古屋市瑞穂区,aichi,愛知県,23108,102.81899
天白高校,63,県立,共学,普通,名古屋市天白区,aichi,愛知県,23116,89.75431
豊橋東高校,63,県立,共学,普通,豊橋市,aichi,愛知県,23201,97.10058
刈谷北高校,62,県立,共学,国際探究,刈谷市,aichi,愛知県,23210,123.1289
江南高校,62,県立,共学,普通,江南市,aichi,愛知県,23217,84.13363
知立東高校,62,県立,共学,普通,知立市,aichi,愛知県,23225,83.18747
一宮興道高校,61,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
春日井高校,61,県立,共学,普通,春日井市,aichi,愛知県,23206,91.33726
名古屋南高校,61,県立,共学,普通,名古屋市南区,aichi,愛知県,23112,100.31621
刈谷北高校,60,県立,共学,普通,刈谷市,aichi,愛知県,23210,123.1289
国府高校,60,県立,共学,普通,豊川市,aichi,愛知県,23207,94.36186
松蔭高校,60,県立,共学,普通,名古屋市中村区,aichi,愛知県,23105,172.05982
津島高校,60,県立,共学,普通,津島市,aichi,愛知県,23208,94.53737
豊丘高校,60,県立,共学,普通,豊橋市,aichi,愛知県,23201,97.10058
豊田北高校,60,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
安城東高校,59,県立,共学,普通,安城市,aichi,愛知県,23212,104.57098
高蔵寺高校,59,県立,共学,普通,春日井市,aichi,愛知県,23206,91.33726
豊橋南高校,59,県立,共学,普通,豊橋市,aichi,愛知県,23201,97.10058
旭丘高校,58,県立,共学,美術,名古屋市東区,aichi,愛知県,23102,158.13974
一宮南高校,58,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
岡崎西高校,58,県立,共学,普通,岡崎市,aichi,愛知県,23202,93.52344
名古屋西高校,58,県立,共学,普通,名古屋市西区,aichi,愛知県,23104,104.92763
小坂井高校,57,県立,共学,普通,豊川市,aichi,愛知県,23207,94.36186
新川高校,57,県立,共学,普通,清須市,aichi,愛知県,23233,93.59544
成章高校,57,県立,共学,普通,田原市,aichi,愛知県,23231,109.15592
熱田高校,57,県立,共学,普通,名古屋市熱田区,aichi,愛知県,23109,134.45178
小牧南高校,56,県立,共学,普通,小牧市,aichi,愛知県,23219,117.66737
東海南高校,56,県立,共学,普通,東海市,aichi,愛知県,23222,101.20239
豊田南高校,56,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
大府高校,55,県立,共学,普通,大府市,aichi,愛知県,23223,100.7526
長久手高校,55,県立,共学,普通,長久手市,aichi,愛知県,23238,105.60957
日進西高校,55,県立,共学,普通,日進市,aichi,愛知県,23230,96.10466
半田東高校,55,県立,共学,普通,半田市,aichi,愛知県,23205,99.66726
明和高校,55,県立,共学,音楽,名古屋市東区,aichi,愛知県,23102,158.13974
木曽川高校,55,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
阿久比高校,54,県立,共学,普通,知多郡阿久比町,aichi,愛知県,,
安城高校,54,県立,共学,普通,安城市,aichi,愛知県,23212,104.57098
春日井南高校,54,県立,共学,普通,春日井市,aichi,愛知県,23206,91.33726
西尾東高校,54,県立,共学,普通,西尾市,aichi,愛知県,23213,96.06108
中村高校,53,県立,共学,普通,名古屋市中村区,aichi,愛知県,23105,172.05982
津島東高校,53,県立,共学,普通,津島市,aichi,愛知県,23208,94.53737
桃陵高校,53,県立,共学,衛生看護,大府市,aichi,愛知県,23223,100.7526
岡崎東高校,52,県立,共学,総合,岡崎市,aichi,愛知県,23202,93.52344
常滑高校,52,県立,共学,普通,常滑市,aichi,愛知県,23216,101.90815
丹羽高校,52,県立,共学,普通,丹羽郡扶桑町,aichi,愛知県,,
尾北高校,52,県立,共学,国際教養,江南市,aichi,愛知県,23217,84.13363
豊田高校,52,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
一宮高校,51,県立,共学,ファッション創造,一宮市,aichi,愛知県,23203,86.38478
瑞陵高校,51,県立,共学,食物,名古屋市瑞穂区,aichi,愛知県,23108,102.81899
尾北高校,51,県立,共学,普通,江南市,aichi,愛知県,23217,84.13363
豊田東高校,51,県立,共学,総合,豊田市,aichi,愛知県,23211,110.48274
愛知商業高校,50,県立,共学,ＩＴビジネス,名古屋市東区,aichi,愛知県,23102,158.13974
愛知商業高校,50,県立,共学,グローバルビジネス,名古屋市東区,aichi,愛知県,23102,158.13974
愛知商業高校,50,県立,共学,会計ビジネス,名古屋市東区,aichi,愛知県,23102,158.13974
東郷高校,50,県立,共学,普通,愛知郡東郷町,aichi,愛知県,,
蒲郡東高校,49,県立,共学,普通,蒲郡市,aichi,愛知県,23214,93.53268
国府高校,49,県立,共学,総合ビジネス,豊川市,aichi,愛知県,23207,94.36186
春日井東高校,49,県立,共学,普通,春日井市,aichi,愛知県,23206,91.33726
瀬戸西高校,49,県立,共学,普通,瀬戸市,aichi,愛知県,23204,90.75059
成章高校,49,県立,共学,総合ビジネス,田原市,aichi,愛知県,23231,109.15592
大府東高校,49,県立,共学,普通,大府市,aichi,愛知県,23223,100.7526
鶴城丘高校,49,県立,共学,総合,西尾市,aichi,愛知県,23213,96.06108
美和高校,49,県立,共学,普通,あま市,aichi,愛知県,23237,82.58763
豊橋西高校,49,県立,共学,普通,豊橋市,aichi,愛知県,23201,97.10058
愛知総合工科高校,48,県立,共学,デザイン工学,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,理工,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,機械加工,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,機械制御,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,建設,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,電気,名古屋市千種区,aichi,愛知県,23101,110.28137
愛知総合工科高校,48,県立,共学,電子情報,名古屋市千種区,aichi,愛知県,23101,110.28137
一宮北高校,48,県立,共学,普通,一宮市,aichi,愛知県,23203,86.38478
岡崎商業高校,48,県立,共学,ＩＴビジネス,岡崎市,aichi,愛知県,23202,93.52344
岡崎商業高校,48,県立,共学,グローバルビジネス,岡崎市,aichi,愛知県,23202,93.52344
岡崎商業高校,48,県立,共学,会計ビジネス,岡崎市,aichi,愛知県,23202,93.52344
岩倉総合高校,48,県立,共学,総合,岩倉市,aichi,愛知県,23228,80.59585
御津高校,48,県立,共学,国際教養,豊川市,aichi,愛知県,23207,94.36186
碧南高校,48,県立,共学,普通,碧南市,aichi,愛知県,23209,98.56614
豊橋商業高校,48,県立,共学,ＩＴビジネス,豊橋市,aichi,愛知県,23201,97.10058
豊橋商業高校,48,県立,共学,グローバルビジネス,豊橋市,aichi,愛知県,23201,97.10058
豊橋商業高校,48,県立,共学,会計ビジネス,豊橋市,aichi,愛知県,23201,97.10058
豊明高校,48,県立,共学,普通,豊明市,aichi,愛知県,23229,93.46854
御津あおば高校,47,県立,共学,普通,豊川市,aichi,愛知県,23207,94.36186
小牧高校,47,県立,共学,普通,小牧市,aichi,愛知県,23219,117.66737
知立高校,47,県立,共学,総合,知立市,aichi,愛知県,23225,83.18747
津島北高校,47,県立,共学,普通,津島市,aichi,愛知県,23208,94.53737
鳴海高校,47,県立,共学,普通,名古屋市緑区,aichi,愛知県,23114,78.80342
安城南高校,46,県立,共学,普通,安城市,aichi,愛知県,23212,104.57098
犬山高校,46,県立,共学,普通,犬山市,aichi,愛知県,23215,96.28169
春日井西高校,46,県立,共学,普通,春日井市,aichi,愛知県,23206,91.33726
知多翔洋高校,46,県立,共学,総合,知多市,aichi,愛知県,23224,77.62388
桃陵高校,46,県立,共学,ヒューマンケア,大府市,aichi,愛知県,23223,100.7526
豊野高校,46,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
木曽川高校,46,県立,共学,総合ビジネス,一宮市,aichi,愛知県,23203,86.38478
杏和高校,45,県立,共学,総合,稲沢市,aichi,愛知県,23220,95.93401
惟信高校,45,県立,共学,普通,名古屋市港区,aichi,愛知県,23111,115.54397
一宮工科高校,45,県立,共学,IT工学,一宮市,aichi,愛知県,23203,86.38478
一宮工科高校,45,県立,共学,機械,一宮市,aichi,愛知県,23203,86.38478
一宮工科高校,45,県立,共学,建築デザイン,一宮市,aichi,愛知県,23203,86.38478
一宮工科高校,45,県立,共学,電気,一宮市,aichi,愛知県,23203,86.38478
一宮工科高校,45,県立,共学,都市工学,一宮市,aichi,愛知県,23203,86.38478
一宮商業高校,45,県立,共学,ＩＴビジネス,長生郡一宮町,aichi,愛知県,,
一宮商業高校,45,県立,共学,地域ビジネス,長生郡一宮町,aichi,愛知県,,
東海樟風高校,45,県立,共学,総合情報,東海市,aichi,愛知県,23222,101.20239
豊丘高校,45,県立,共学,生活文化,豊橋市,aichi,愛知県,23201,97.10058
豊橋工科高校,45,県立,共学,ロボット工学,豊橋市,aichi,愛知県,23201,97.10058
豊橋工科高校,45,県立,共学,機械,豊橋市,aichi,愛知県,23201,97.10058
豊橋工科高校,45,県立,共学,電気,豊橋市,aichi,愛知県,23201,97.10058
幸田高校,44,県立,共学,普通,額田郡幸田町,aichi,愛知県,,
成章高校,44,県立,共学,生活文化,田原市,aichi,愛知県,23231,109.15592
半田商業高校,44,県立,共学,ＩＴビジネス,半田市,aichi,愛知県,23205,99.66726
半田商業高校,44,県立,共学,地域ビジネス,半田市,aichi,愛知県,23205,99.66726
武豊高校,44,県立,共学,普通,知多郡武豊町,aichi,愛知県,,
碧南工科高校,44,県立,共学,機械,碧南市,aichi,愛知県,23209,98.56614
豊橋工科高校,44,県立,共学,建築デザイン,豊橋市,aichi,愛知県,23201,97.10058
豊橋工科高校,44,県立,共学,都市工学,豊橋市,aichi,愛知県,23201,97.10058
豊橋南高校,44,県立,共学,生活デザイン,豊橋市,aichi,愛知県,23201,97.10058
豊田工科高校,44,県立,共学,工業全科(機械|IT工学|自動車|電子工学),豊田市,aichi,愛知県,23211,110.48274
蒲郡高校,43,県立,共学,総合,蒲郡市,aichi,愛知県,23214,93.53268
吉良高校,43,県立,共学,普通,西尾市,aichi,愛知県,23213,96.06108
犬山高校,43,県立,共学,総合ビジネス,犬山市,aichi,愛知県,23215,96.28169
犬山総合高校,43,県立,共学,普通,犬山市,aichi,愛知県,23215,96.28169
古知野高校,43,県立,共学,地域ビジネス,江南市,aichi,愛知県,23217,84.13363
古知野高校,43,県立,共学,ＩＴビジネス,江南市,aichi,愛知県,23217,84.13363
常滑高校,43,県立,共学,クリエイティブデザイン,常滑市,aichi,愛知県,23216,101.90815
瀬戸高校,43,県立,共学,普通,瀬戸市,aichi,愛知県,23204,90.75059
中川青和高校,43,県立,共学,キャリアビジネス,名古屋市中川区,aichi,愛知県,23110,87.98535
津島北高校,43,県立,共学,ＩＴビジネス,津島市,aichi,愛知県,23208,94.53737
津島北高校,43,県立,共学,地域ビジネス,津島市,aichi,愛知県,23208,94.53737
碧南工科高校,43,県立,共学,環境科学,碧南市,aichi,愛知県,23209,98.56614
碧南工科高校,43,県立,共学,建築デザイン,碧南市,aichi,愛知県,23209,98.56614
碧南工科高校,43,県立,共学,電子工学,碧南市,aichi,愛知県,23209,98.56614
宝陵高校,43,県立,共学,衛生看護,豊川市,aichi,愛知県,23207,94.36186
安城高校,42,県立,共学,生活文化,安城市,aichi,愛知県,23212,104.57098
稲沢東高校,42,県立,共学,普通,稲沢市,aichi,愛知県,23220,95.93401
猿投農林高校,42,県立,共学,環境デザイン,豊田市,aichi,愛知県,23211,110.48274
猿投農林高校,42,県立,共学,生活科学,豊田市,aichi,愛知県,23211,110.48274
猿投農林高校,42,県立,共学,農業,豊田市,aichi,愛知県,23211,110.48274
猿投農林高校,42,県立,共学,林産工芸,豊田市,aichi,愛知県,23211,110.48274
岡崎工科高校,42,県立,共学,都市工学,岡崎市,aichi,愛知県,23202,93.52344
刈谷工科高校,42,県立,共学,IT工学,刈谷市,aichi,愛知県,23210,123.1289
刈谷工科高校,42,県立,共学,機械,刈谷市,aichi,愛知県,23210,123.1289
刈谷工科高校,42,県立,共学,自動車,刈谷市,aichi,愛知県,23210,123.1289
刈谷工科高校,42,県立,共学,電気,刈谷市,aichi,愛知県,23210,123.1289
岩津高校,42,県立,共学,調理国際,岡崎市,aichi,愛知県,23202,93.52344
一宮起工科高校,42,県立,共学,デザイン,一宮市,aichi,愛知県,23203,86.38478
一宮起工科高校,42,県立,共学,環境科学,一宮市,aichi,愛知県,23203,86.38478
一宮起工科高校,42,県立,共学,機械,一宮市,aichi,愛知県,23203,86.38478
一宮起工科高校,42,県立,共学,ロボット工学,一宮市,aichi,愛知県,23203,86.38478
一宮起工科高校,42,県立,共学,電子工学,一宮市,aichi,愛知県,23203,86.38478
三好高校,42,県立,共学,普通,みよし市,aichi,愛知県,23236,103.32632
福江高校,42,県立,共学,普通,田原市,aichi,愛知県,23231,109.15592
碧南高校,42,県立,共学,総合ビジネス,碧南市,aichi,愛知県,23209,98.56614
緑丘高校,42,県立,共学,総合,名古屋市守山区,aichi,愛知県,23113,86.68518
安城農林高校,41,県立,共学,フラワーサイエンス,安城市,aichi,愛知県,23212,104.57098
安城農林高校,41,県立,共学,園芸,安城市,aichi,愛知県,23212,104.57098
安城農林高校,41,県立,共学,食品科学,安城市,aichi,愛知県,23212,104.57098
安城農林高校,41,県立,共学,森林環境,安城市,aichi,愛知県,23212,104.57098
安城農林高校,41,県立,共学,動物科学,安城市,aichi,愛知県,23212,104.57098
安城農林高校,41,県立,共学,農業,安城市,aichi,愛知県,23212,104.57098
一色高校,41,県立,共学,普通,西尾市,aichi,愛知県,23213,96.06108
稲沢緑風館高校,41,県立,共学,園芸,稲沢市,aichi,愛知県,23220,95.93401
稲沢緑風館高校,41,県立,共学,環境デザイン,稲沢市,aichi,愛知県,23220,95.93401
稲沢緑風館高校,41,県立,共学,農業土木,稲沢市,aichi,愛知県,23220,95.93401
岡崎工科高校,41,県立,共学,環境科学,岡崎市,aichi,愛知県,23202,93.52344
岡崎工科高校,41,県立,共学,機械,岡崎市,aichi,愛知県,23202,93.52344
岡崎工科高校,41,県立,共学,機械デザイン,岡崎市,aichi,愛知県,23202,93.52344
岡崎工科高校,41,県立,共学,情報デザイン,岡崎市,aichi,愛知県,23202,93.52344
岡崎工科高校,41,県立,共学,電気,岡崎市,aichi,愛知県,23202,93.52344
古知野高校,41,県立,共学,生活文化,江南市,aichi,愛知県,23217,84.13363
古知野高校,41,県立,共学,福祉,江南市,aichi,愛知県,23217,84.13363
佐屋高校,41,県立,共学,園芸科学,愛西市,aichi,愛知県,23232,79.13549
佐屋高校,41,県立,共学,生物生産,愛西市,aichi,愛知県,23232,79.13549
愛西工科高校,41,県立,共学,機械,愛西市,aichi,愛知県,23232,79.13549
愛西工科高校,41,県立,共学,建築デザイン,愛西市,aichi,愛知県,23232,79.13549
愛西工科高校,41,県立,共学,ロボット工学,愛西市,aichi,愛知県,23232,79.13549
愛西工科高校,41,県立,共学,電子工学,愛西市,aichi,愛知県,23232,79.13549
春日井泉高校,41,県立,共学,ＩＴビジネス,春日井市,aichi,愛知県,23206,91.33726
春日井泉高校,41,県立,共学,生活文化,春日井市,aichi,愛知県,23206,91.33726
春日井泉高校,41,県立,共学,地域ビジネス,春日井市,aichi,愛知県,23206,91.33726
常滑高校,41,県立,共学,セラミックアーツ,常滑市,aichi,愛知県,23216,101.90815
新城有教館高校,41,県立,共学,総合（専門系）,新城市,aichi,愛知県,23221,96.51624
瀬戸北総合高校,41,県立,共学,総合,瀬戸市,aichi,愛知県,23204,90.75059
大府高校,41,県立,共学,生活文化,大府市,aichi,愛知県,23223,100.7526
南陽高校,41,県立,共学,総合,名古屋市港区,aichi,愛知県,23111,115.54397
豊川工科高校,41,県立,共学,工業全科(機械|ロボット工学|電気|情報デザイン),豊川市,aichi,愛知県,23207,94.36186
名古屋工科高校,41,県立,共学,IT工学,名古屋市南区,aichi,愛知県,23112,100.31621
名古屋工科高校,41,県立,共学,エネルギーシステム,名古屋市南区,aichi,愛知県,23112,100.31621
名古屋工科高校,41,県立,共学,エネルギー化学,名古屋市南区,aichi,愛知県,23112,100.31621
名古屋工科高校,41,県立,共学,機械,名古屋市南区,aichi,愛知県,23112,100.31621
名古屋工科高校,41,県立,共学,電気,名古屋市南区,aichi,愛知県,23112,100.31621
衣台高校,40,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
稲沢緑風館高校,40,県立,共学,生活科学,稲沢市,aichi,愛知県,23220,95.93401
海翔高校,40,県立,共学,福祉,弥富市,aichi,愛知県,23235,97.29136
岩津高校,40,県立,共学,生活デザイン,岡崎市,aichi,愛知県,23202,93.52344
岩津高校,40,県立,共学,普通,岡崎市,aichi,愛知県,23202,93.52344
高浜高校,40,県立,共学,普通,高浜市,aichi,愛知県,23227,92.229
高浜高校,40,県立,共学,福祉,高浜市,aichi,愛知県,23227,92.229
佐屋高校,40,県立,共学,生活文化,愛西市,aichi,愛知県,23232,79.13549
三好高校,40,県立,共学,スポーツ科学,みよし市,aichi,愛知県,23236,103.32632
守山高校,40,県立,共学,普通,名古屋市守山区,aichi,愛知県,23113,86.68518
春日井工科高校,40,県立,共学,機械,春日井市,aichi,愛知県,23206,91.33726
春日井工科高校,40,県立,共学,電気,春日井市,aichi,愛知県,23206,91.33726
春日井工科高校,40,県立,共学,ロボット工学,春日井市,aichi,愛知県,23206,91.33726
春日井工科高校,40,県立,共学,電子工学,春日井市,aichi,愛知県,23206,91.33726
小牧工科高校,40,県立,共学,航空産業,小牧市,aichi,愛知県,23219,117.66737
小牧工科高校,40,県立,共学,環境科学,小牧市,aichi,愛知県,23219,117.66737
小牧工科高校,40,県立,共学,機械,小牧市,aichi,愛知県,23219,117.66737
小牧工科高校,40,県立,共学,自動車,小牧市,aichi,愛知県,23219,117.66737
小牧工科高校,40,県立,共学,情報デザイン,小牧市,aichi,愛知県,23219,117.66737
小牧工科高校,40,県立,共学,電気,小牧市,aichi,愛知県,23219,117.66737
松平高校,40,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
瀬戸工科高校,40,県立,共学,工芸デザイン,瀬戸市,aichi,愛知県,23204,90.75059
瀬戸工科高校,40,県立,共学,新素材工学,瀬戸市,aichi,愛知県,23204,90.75059
瀬戸工科高校,40,県立,共学,ロボット工学,瀬戸市,aichi,愛知県,23204,90.75059
瀬戸工科高校,40,県立,共学,機械,瀬戸市,aichi,愛知県,23204,90.75059
足助高校,40,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
田口高校,40,県立,共学,普通,北設楽郡設楽町,aichi,愛知県,,
東浦高校,40,県立,共学,普通,知多郡東浦町,aichi,愛知県,,
半田工科高校,40,県立,共学,建築デザイン,半田市,aichi,愛知県,23205,99.66726
半田工科高校,40,県立,共学,電気,半田市,aichi,愛知県,23205,99.66726
半田工科高校,40,県立,共学,ロボット工学,半田市,aichi,愛知県,23205,99.66726
半田工科高校,40,県立,共学,機械,半田市,aichi,愛知県,23205,99.66726
半田工科高校,40,県立,共学,都市工学,半田市,aichi,愛知県,23205,99.66726
渥美農業高校,39,県立,共学,食品科学,田原市,aichi,愛知県,23231,109.15592
加茂丘高校,39,県立,共学,普通,豊田市,aichi,愛知県,23211,110.48274
吉良高校,39,県立,共学,生活文化,西尾市,aichi,愛知県,23213,96.06108
佐屋高校,39,県立,共学,ライフコーディネート,愛西市,aichi,愛知県,23232,79.13549
松平高校,39,県立,共学,ライフコーディネート,豊田市,aichi,愛知県,23211,110.48274
内海高校,39,県立,共学,普通,知多郡南知多町,aichi,愛知県,,
