school_name,hensachi,school_type,gender,gakka,location,prefecture,prefecture_ja,area_code,daynight_ratio
鶴岡中央高校,52,県立,共学,普通,鶴岡市,yamagata,山形県,06203,100.55302
米沢商業高校,52,県立,共学,商業,米沢市,yamagata,山形県,06202,106.87352
上山明新館高校,51,県立,共学,情報経営,上山市,yamagata,山形県,06207,92.57183
上山明新館高校,51,県立,共学,普通,上山市,yamagata,山形県,06207,92.57183
山形工業高校,50,県立,共学,機械技術,山形市,yamagata,山形県,06201,106.78559
山形工業高校,50,県立,共学,建築,山形市,yamagata,山形県,06201,106.78559
山形工業高校,50,県立,共学,電気電子,山形市,yamagata,山形県,06201,106.78559
山形工業高校,50,県立,共学,土木・化学,山形市,yamagata,山形県,06201,106.78559
山辺高校,50,県立,共学,福祉,東村山郡山辺町,yamagata,山形県,,
新庄南高校,50,県立,共学,普通,新庄市,yamagata,山形県,06205,110.75514
天童高校,50,県立,共学,総合,天童市,yamagata,山形県,06210,97.39846
山辺高校,49,県立,共学,食物,東村山郡山辺町,yamagata,山形県,,
鶴岡中央高校,49,県立,共学,総合,鶴岡市,yamagata,山形県,06203,100.55302
米沢工業高校,49,県立,共学,機械生産,米沢市,yamagata,山形県,06202,106.87352
米沢工業高校,49,県立,共学,建設環境,米沢市,yamagata,山形県,06202,106.87352
米沢工業高校,49,県立,共学,電気情報,米沢市,yamagata,山形県,06202,106.87352
山形中央高校,48,県立,共学,スポーツ,山形市,yamagata,山形県,06201,106.78559
山形北高校,48,県立,共学,音楽,山形市,yamagata,山形県,06201,106.78559
酒田光陵高校,48,県立,共学,ビジネス会計,酒田市,yamagata,山形県,06204,103.93528
酒田光陵高校,48,県立,共学,ビジネス流通,酒田市,yamagata,山形県,06204,103.93528
酒田光陵高校,48,県立,共学,環境技術,酒田市,yamagata,山形県,06204,103.93528
酒田光陵高校,48,県立,共学,機械制御,酒田市,yamagata,山形県,06204,103.93528
酒田光陵高校,48,県立,共学,電気電子,酒田市,yamagata,山形県,06204,103.93528
新庄南高校,48,県立,共学,総合ビジネス,新庄市,yamagata,山形県,06205,110.75514
谷地高校,48,県立,共学,普通,西村山郡河北町,yamagata,山形県,,
南陽高校,48,県立,共学,普通,南陽市,yamagata,山形県,06213,93.52641
酒田光陵高校,47,県立,共学,普通,酒田市,yamagata,山形県,06204,103.93528
上山明新館高校,47,県立,共学,食料生産,上山市,yamagata,山形県,06207,92.57183
新庄神室産業高校,47,県立,共学,環境デザイン,新庄市,yamagata,山形県,06205,110.75514
新庄神室産業高校,47,県立,共学,機械電気,新庄市,yamagata,山形県,06205,110.75514
北村山高校,47,県立,共学,総合,尾花沢市,yamagata,山形県,06212,96.69085
寒河江工業高校,46,県立,共学,メカニカルエンジニア,寒河江市,yamagata,山形県,06206,98.54082
寒河江工業高校,46,県立,共学,ＩＴエンジニア,寒河江市,yamagata,山形県,06206,98.54082
寒河江工業高校,46,県立,共学,ロボットエンジニア,寒河江市,yamagata,山形県,06206,98.54082
高畠高校,46,県立,共学,総合,東置賜郡高畠町,yamagata,山形県,,
庄内総合高校,46,県立,共学,総合,東田川郡庄内町,yamagata,山形県,,
村山産業高校,46,県立,共学,機械,村山市,yamagata,山形県,06208,95.68141
村山産業高校,46,県立,共学,電子情報,村山市,yamagata,山形県,06208,95.68141
村山産業高校,46,県立,共学,流通ビジネス,村山市,yamagata,山形県,06208,95.68141
長井工業高校,45,県立,共学,機械,長井市,yamagata,山形県,06209,102.90737
長井工業高校,45,県立,共学,電子,長井市,yamagata,山形県,06209,102.90737
長井工業高校,45,県立,共学,福祉環境,長井市,yamagata,山形県,06209,102.90737
新庄神室産業高校,44,県立,共学,食料生産,新庄市,yamagata,山形県,06205,110.75514
新庄神室産業高校,44,県立,共学,農産活用,新庄市,yamagata,山形県,06205,110.75514
左沢高校,42,県立,共学,総合,西村山郡大江町,yamagata,山形県,,
置賜農業高校,42,県立,共学,園芸福祉,東置賜郡川西町,yamagata,山形県,,
置賜農業高校,42,県立,共学,食料環境,東置賜郡川西町,yamagata,山形県,,
置賜農業高校,42,県立,共学,生物生産,東置賜郡川西町,yamagata,山形県,,
荒砥高校,41,県立,共学,総合,西置賜郡白鷹町,yamagata,山形県,,
新庄神室産業高校真室川校,41,県立,共学,普通,最上郡真室川町,yamagata,山形県,,
村山産業高校,41,県立,共学,みどり活用,村山市,yamagata,山形県,06208,95.68141
村山産業高校,41,県立,共学,農業経営,村山市,yamagata,山形県,06208,95.68141
加茂水産高校,40,県立,共学,水産,鶴岡市,yamagata,山形県,06203,100.55302
庄内農業高校,39,県立,共学,食品生産,鶴岡市,yamagata,山形県,06203,100.55302
庄内農業高校,39,県立,共学,食品科学,鶴岡市,yamagata,山形県,06203,100.55302
新庄南高校金山校,39,県立,共学,普通,最上郡金山町,yamagata,山形県,,
新庄北高校最上校,39,県立,共学,普通,最上郡最上町,yamagata,山形県,,
遊佐高校,39,県立,共学,総合,飽海郡遊佐町,yamagata,山形県,,
小国高校,38,県立,共学,普通,西置賜郡小国町,yamagata,山形県,,
楯岡高校,55,県立,共学,普通,村山市,yamagata,山形県,06208,95.68141
鶴岡南高校山添校,38,県立,共学,普通,鶴岡市,yamagata,山形県,06203,100.55302
福島高校,71,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
安積高校,70,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
磐城高校,68,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
安積黎明高校,67,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
会津高校,66,県立,共学,普通,会津若松市,fukushima,福島県,07202,105.71811
橘高校,66,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
白河高校,65,県立,共学,理数,白河市,fukushima,福島県,07205,101.61678
郡山高校,63,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
相馬高校,63,県立,共学,理数,相馬市,fukushima,福島県,07209,98.58388
福島南高校,63,県立,共学,文理,福島市,fukushima,福島県,07201,103.18712
磐城桜が丘高校,62,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
郡山東高校,61,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
福島東高校,61,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
郡山高校,60,県立,共学,英語,郡山市,fukushima,福島県,07203,105.07328
須賀川桐陽高校,60,県立,共学,数理科学,須賀川市,fukushima,福島県,07207,93.68681
原町高校,59,県立,共学,普通,南相馬市原町区,fukushima,福島県,,
須賀川桐陽高校,59,県立,共学,普通,須賀川市,fukushima,福島県,07207,93.68681
福島西高校,59,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
福島南高校,59,県立,共学,国際文化,福島市,fukushima,福島県,07201,103.18712
いわき光洋高校,58,県立,共学,文理,いわき市,fukushima,福島県,07204,98.32913
葵高校,58,県立,共学,普通,会津若松市,fukushima,福島県,07202,105.71811
白河高校,58,県立,共学,普通,白河市,fukushima,福島県,07205,101.61678
福島南高校,58,県立,共学,情報会計,福島市,fukushima,福島県,07201,103.18712
平工業高校,58,県立,共学,情報工学,いわき市,fukushima,福島県,07204,98.32913
福島工業高校,56,県立,共学,情報電子,福島市,fukushima,福島県,07201,103.18712
福島工業高校,56,県立,共学,情報電子,福島市,fukushima,福島県,07201,103.18712
福島西高校,56,県立,共学,デザイン科学,福島市,fukushima,福島県,07201,103.18712
福島商業高校,54,県立,共学,情報ビジネス,福島市,fukushima,福島県,07201,103.18712
福島商業高校,53,県立,共学,会計ビジネス,福島市,fukushima,福島県,07201,103.18712
いわき湯本高校,52,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
会津学鳳高校,52,県立,共学,総合,会津若松市,fukushima,福島県,07202,105.71811
郡山商業高校,52,県立,共学,会計,郡山市,fukushima,福島県,07203,105.07328
郡山商業高校,52,県立,共学,情報処理,郡山市,fukushima,福島県,07203,105.07328
郡山商業高校,52,県立,共学,流通経済,郡山市,fukushima,福島県,07203,105.07328
福島商業高校,52,県立,共学,経営ビジネス,福島市,fukushima,福島県,07201,103.18712
あさか開成高校,50,県立,共学,国際科学,郡山市,fukushima,福島県,07203,105.07328
安達高校,50,県立,共学,普通,二本松市,fukushima,福島県,07210,93.89292
若松商業高校,50,県立,共学,情報ビジネス,会津若松市,fukushima,福島県,07202,105.71811
清陵情報高校,50,県立,共学,情報会計,須賀川市,fukushima,福島県,07207,93.68681
清陵情報高校,50,県立,共学,情報処理,須賀川市,fukushima,福島県,07207,93.68681
清陵情報高校,50,県立,共学,情報電子,須賀川市,fukushima,福島県,07207,93.68681
清陵情報高校,50,県立,共学,電子機械,須賀川市,fukushima,福島県,07207,93.68681
福島工業高校,50,県立,共学,建築,福島市,fukushima,福島県,07201,103.18712
平工業高校,50,県立,共学,制御工学,いわき市,fukushima,福島県,07204,98.32913
平商業高校,50,県立,共学,オフィス会計,いわき市,fukushima,福島県,07204,98.32913
平商業高校,50,県立,共学,情報システム,いわき市,fukushima,福島県,07204,98.32913
平商業高校,50,県立,共学,流通ビジネス,いわき市,fukushima,福島県,07204,98.32913
郡山北工業高校,49,県立,共学,建築,郡山市,fukushima,福島県,07203,105.07328
若松商業高校,49,県立,共学,会計ビジネス,会津若松市,fukushima,福島県,07202,105.71811
小高産業技術高校,49,県立,共学,産業革新/ICT,南相馬市小高区,fukushima,福島県,,
小高産業技術高校,49,県立,共学,流通ビジネス,南相馬市小高区,fukushima,福島県,,
白河旭高校,49,県立,共学,普通,白河市,fukushima,福島県,07205,101.61678
福島工業高校,49,県立,共学,環境化学,福島市,fukushima,福島県,07201,103.18712
福島工業高校,49,県立,共学,機械,福島市,fukushima,福島県,07201,103.18712
福島工業高校,49,県立,共学,電気,福島市,fukushima,福島県,07201,103.18712
平工業高校,49,県立,共学,機械工学,いわき市,fukushima,福島県,07204,98.32913
平工業高校,49,県立,共学,電気工学,いわき市,fukushima,福島県,07204,98.32913
郡山北工業高校,48,県立,共学,情報技術,郡山市,fukushima,福島県,07203,105.07328
相馬高校,48,県立,共学,普通,相馬市,fukushima,福島県,07209,98.58388
白河実業高校,48,県立,共学,情報ビジネス,白河市,fukushima,福島県,07205,101.61678
平工業高校,48,県立,共学,土木環境工学,いわき市,fukushima,福島県,07204,98.32913
いわき総合高校,47,県立,共学,総合,いわき市,fukushima,福島県,07204,98.32913
会津工業高校,47,県立,共学,セラミック化学,会津若松市,fukushima,福島県,07202,105.71811
会津工業高校,47,県立,共学,機械,会津若松市,fukushima,福島県,07202,105.71811
会津工業高校,47,県立,共学,建築インテリア,会津若松市,fukushima,福島県,07202,105.71811
会津工業高校,47,県立,共学,電気情報,会津若松市,fukushima,福島県,07202,105.71811
喜多方高校,47,県立,共学,普通,喜多方市,fukushima,福島県,07208,94.59262
郡山北工業高校,47,県立,共学,化学工学,郡山市,fukushima,福島県,07203,105.07328
郡山北工業高校,47,県立,共学,機械,郡山市,fukushima,福島県,07203,105.07328
郡山北工業高校,47,県立,共学,電気,郡山市,fukushima,福島県,07203,105.07328
郡山北工業高校,47,県立,共学,電子,郡山市,fukushima,福島県,07203,105.07328
勿来工業高校,47,県立,共学,機械,いわき市,fukushima,福島県,07204,98.32913
勿来工業高校,47,県立,共学,建築,いわき市,fukushima,福島県,07204,98.32913
ふたば未来学園高校,46,県立,共学,総合,双葉郡広野町,fukushima,福島県,,
伊達高校,46,県立,共学,普通,伊達市,fukushima,福島県,01233,95.30219
伊達高校,46,県立,共学,普通,伊達市,fukushima,福島県,07213,89.03846
光南高校,46,県立,共学,総合,西白河郡矢吹町,fukushima,福島県,,
小高産業技術高校,46,県立,共学,産業革新/経済・金融,南相馬市小高区,fukushima,福島県,,
田村高校,46,県立,共学,普通,田村郡三春町,fukushima,福島県,,
白河実業高校,46,県立,共学,建築,白河市,fukushima,福島県,07205,101.61678
福島北高校,46,県立,共学,総合,福島市,fukushima,福島県,07201,103.18712
勿来工業高校,46,県立,共学,工業化学,いわき市,fukushima,福島県,07204,98.32913
勿来工業高校,46,県立,共学,電気,いわき市,fukushima,福島県,07204,98.32913
小高産業技術高校,45,県立,共学,機械,南相馬市小高区,fukushima,福島県,,
小高産業技術高校,45,県立,共学,産業革新/環境化学,南相馬市小高区,fukushima,福島県,,
小高産業技術高校,45,県立,共学,産業革新/電子制御,南相馬市小高区,fukushima,福島県,,
小高産業技術高校,45,県立,共学,電気,南相馬市小高区,fukushima,福島県,,
須賀川創英館高校,45,県立,共学,普通,須賀川市,fukushima,福島県,07207,93.68681
相馬東高校,45,県立,共学,総合,相馬市,fukushima,福島県,07209,98.58388
相馬総合高校,45,県立,共学,総合,相馬市,fukushima,福島県,07209,98.58388
白河実業高校,45,県立,共学,電子,白河市,fukushima,福島県,07205,101.61678
喜多方桐桜高校,44,県立,共学,経営マネジメント,喜多方市,fukushima,福島県,07208,94.59262
二本松実業高校,44,県立,共学,機械システム,二本松市,fukushima,福島県,07210,93.89292
二本松実業高校,44,県立,共学,情報システム,二本松市,fukushima,福島県,07210,93.89292
白河実業高校,44,県立,共学,機械,白河市,fukushima,福島県,07205,101.61678
白河実業高校,44,県立,共学,電気,白河市,fukushima,福島県,07205,101.61678
磐城農業高校,44,県立,共学,生活科学,いわき市,fukushima,福島県,07204,98.32913
会津西陵高校,43,県立,共学,普通,大沼郡会津美里町,fukushima,福島県,,
好間高校,43,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
四倉高校,42,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
修明高校,42,県立,共学,情報ビジネス,東白川郡棚倉町,fukushima,福島県,,
小野高校,42,県立,共学,総合,田村郡小野町,fukushima,福島県,,
二本松実業高校,42,県立,共学,都市システム,二本松市,fukushima,福島県,07210,93.89292
本宮高校,42,県立,共学,情報会計,本宮市,fukushima,福島県,07214,100.92808
喜多方桐桜高校,41,県立,共学,機械,喜多方市,fukushima,福島県,07208,94.59262
喜多方桐桜高校,41,県立,共学,建設,喜多方市,fukushima,福島県,07208,94.59262
喜多方桐桜高校,41,県立,共学,電気・電子,喜多方市,fukushima,福島県,07208,94.59262
川俣高校,41,県立,共学,普通,伊達郡川俣町,fukushima,福島県,,
田村高校,41,県立,共学,体育,田村郡三春町,fukushima,福島県,,
二本松実業高校,41,県立,共学,生活文化,二本松市,fukushima,福島県,07210,93.89292
福島明成高校,41,県立,共学,環境土木,福島市,fukushima,福島県,07201,103.18712
福島明成高校,41,県立,共学,食品科学,福島市,fukushima,福島県,07201,103.18712
福島明成高校,41,県立,共学,生産情報,福島市,fukushima,福島県,07201,103.18712
福島明成高校,41,県立,共学,生物生産,福島市,fukushima,福島県,07201,103.18712
本宮高校,41,県立,共学,普通,本宮市,fukushima,福島県,07214,100.92808
勿来高校,41,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
小名浜海星高校,40,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
川口高校,40,県立,共学,普通,大沼郡金山町,fukushima,福島県,,
磐城農業高校,40,県立,共学,園芸,いわき市,fukushima,福島県,07204,98.32913
磐城農業高校,40,県立,共学,食品流通,いわき市,fukushima,福島県,07204,98.32913
磐城農業高校,40,県立,共学,緑地土木,いわき市,fukushima,福島県,07204,98.32913
会津農林高校,39,県立,共学,食品科学,河沼郡会津坂下町,fukushima,福島県,,
会津農林高校,39,県立,共学,環境科学,河沼郡会津坂下町,fukushima,福島県,,
会津農林高校,39,県立,共学,生産科学,河沼郡会津坂下町,fukushima,福島県,,
会津農林高校,39,県立,共学,地域創生,河沼郡会津坂下町,fukushima,福島県,,
修明高校,39,県立,共学,食品科学,東白川郡棚倉町,fukushima,福島県,,
小名浜海星高校,39,県立,共学,海洋,いわき市,fukushima,福島県,07204,98.32913
小名浜海星高校,39,県立,共学,海洋工学,いわき市,fukushima,福島県,07204,98.32913
小名浜海星高校,39,県立,共学,商業,いわき市,fukushima,福島県,07204,98.32913
小名浜海星高校,39,県立,共学,情報通信,いわき市,fukushima,福島県,07204,98.32913
小名浜海星高校,39,県立,共学,食品システム,いわき市,fukushima,福島県,07204,98.32913
西会津高校,39,県立,共学,普通,耶麻郡西会津町,fukushima,福島県,,
石川高校,39,県立,共学,普通,石川郡石川町,fukushima,福島県,,
南会津高校,39,県立,共学,普通,南会津郡南会津町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,アグリビジネス,岩瀬郡鏡石町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,ヒューマンサービス,岩瀬郡鏡石町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,園芸科学,岩瀬郡鏡石町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,環境工学,岩瀬郡鏡石町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,食品科学,岩瀬郡鏡石町,fukushima,福島県,,
岩瀬農業高校,38,県立,共学,生物生産,岩瀬郡鏡石町,fukushima,福島県,,
湖南高校,38,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
船引高校,38,県立,共学,普通,田村市,fukushima,福島県,07211,89.37485
相馬農業高校,38,県立,共学,環境緑地,南相馬市原町区,fukushima,福島県,,
相馬農業高校,38,県立,共学,食品科学,南相馬市原町区,fukushima,福島県,,
相馬農業高校,38,県立,共学,生産環境,南相馬市原町区,fukushima,福島県,,
只見高校,38,県立,共学,普通,南会津郡只見町,fukushima,福島県,,
猪苗代高校,38,県立,共学,普通,耶麻郡猪苗代町,fukushima,福島県,,
修明高校,37,県立,共学,文理,東白川郡棚倉町,fukushima,福島県,,
修明高校,36,県立,共学,生産流通,東白川郡棚倉町,fukushima,福島県,,
修明高校,36,県立,共学,地域資源,東白川郡棚倉町,fukushima,福島県,,
湯本高校,55,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
小高商業高校,48,県立,共学,情報処理,南相馬市原町区,fukushima,福島県,,
須賀川高校,48,県立,共学,オフィス情報,須賀川市,fukushima,福島県,07207,93.68681
須賀川高校,48,県立,共学,普通,須賀川市,fukushima,福島県,07207,93.68681
双葉高校,48,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
保原高校,48,県立,共学,普通,伊達市,fukushima,福島県,01233,95.30219
保原高校,48,県立,共学,普通,伊達市,fukushima,福島県,07213,89.03846
小高商業高校,45,県立,共学,流通ビジネス,南相馬市原町区,fukushima,福島県,,
保原高校,45,県立,共学,商業,伊達市,fukushima,福島県,01233,95.30219
保原高校,45,県立,共学,商業,伊達市,fukushima,福島県,07213,89.03846
双葉翔陽高校,44,県立,共学,総合,いわき市,fukushima,福島県,07204,98.32913
大沼高校,44,県立,共学,普通,大沼郡会津美里町,fukushima,福島県,,
坂下高校,43,県立,共学,普通,河沼郡会津坂下町,fukushima,福島県,,
小高工業高校,43,県立,共学,機械,南相馬市原町区,fukushima,福島県,,
小高工業高校,43,県立,共学,産業革新科,南相馬市原町区,fukushima,福島県,,
小高工業高校,43,県立,共学,電気,南相馬市原町区,fukushima,福島県,,
喜多方東高校,42,県立,共学,普通,喜多方市,fukushima,福島県,07208,94.59262
小名浜高校,41,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
浪江高校,41,県立,共学,普通,本宮市,fukushima,福島県,07214,100.92808
小名浜高校,40,県立,共学,商業,いわき市,fukushima,福島県,07204,98.32913
新地高校,39,県立,共学,普通,相馬郡新地町,fukushima,福島県,,
富岡高校,39,県立,共学,国際・スポーツ,双葉郡富岡町,fukushima,福島県,,
いわき海星高校,38,県立,共学,海洋,いわき市,fukushima,福島県,07204,98.32913
いわき海星高校,38,県立,共学,海洋工学,いわき市,fukushima,福島県,07204,98.32913
いわき海星高校,38,県立,共学,情報通信,いわき市,fukushima,福島県,07204,98.32913
いわき海星高校,38,県立,共学,食品システム,いわき市,fukushima,福島県,07204,98.32913
安達東高校,38,県立,共学,総合,二本松市,fukushima,福島県,07210,93.89292
遠野高校,38,県立,共学,普通,いわき市,fukushima,福島県,07204,98.32913
塙工業高校,38,県立,共学,電子,東白川郡塙町,fukushima,福島県,,
梁川高校,38,県立,共学,普通,伊達市,fukushima,福島県,01233,95.30219
梁川高校,38,県立,共学,普通,伊達市,fukushima,福島県,07213,89.03846
安積高校御舘校,37,県立,共学,普通,郡山市,fukushima,福島県,07203,105.07328
小野高校平田校,37,県立,共学,普通,石川郡平田村,fukushima,福島県,,
相馬農業高校飯舘校,37,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
長沼高校,37,県立,共学,普通,須賀川市,fukushima,福島県,07207,93.68681
田島高校,37,県立,共学,普通,南会津郡南会津町,fukushima,福島県,,
塙工業高校,37,県立,共学,機械,東白川郡塙町,fukushima,福島県,,
修明高校鮫川校,36,県立,共学,普通,東白川郡鮫川村,fukushima,福島県,,
耶麻農業高校,36,県立,共学,ライフコーディネイト,喜多方市,fukushima,福島県,07208,94.59262
耶麻農業高校,36,県立,共学,産業技術,喜多方市,fukushima,福島県,07208,94.59262
浪江高校津島校,36,県立,共学,普通,二本松市,fukushima,福島県,07210,93.89292
福島中央高校,32,県立,共学,普通,福島市,fukushima,福島県,07201,103.18712
水戸第一高校,73,県立,共学,普通,水戸市,ibaraki,茨城県,08201,111.34857
土浦第一高校,72,県立,共学,普通,土浦市,ibaraki,茨城県,08203,109.8939
竹園高校,69,県立,共学,国際,つくば市,ibaraki,茨城県,08220,107.57877
竹園高校,69,県立,共学,普通,つくば市,ibaraki,茨城県,08220,107.57877
竜ヶ崎第一高校,68,県立,共学,普通,龍ケ崎市,ibaraki,茨城県,08208,88.33321
緑岡高校,67,県立,共学,普通|理数,水戸市,ibaraki,茨城県,08201,111.34857
土浦第二高校,66,県立,共学,普通,土浦市,ibaraki,茨城県,08203,109.8939
日立第一高校,66,県立,共学,サイエンス,日立市,ibaraki,茨城県,08202,107.40216
日立第一高校,66,県立,共学,普通,日立市,ibaraki,茨城県,08202,107.40216
水戸第二高校,65,県立,共学,普通,水戸市,ibaraki,茨城県,08201,111.34857
牛久栄進高校,64,県立,共学,普通,牛久市,ibaraki,茨城県,08219,84.90221
下妻第一高校,62,県立,共学,普通,下妻市,ibaraki,茨城県,08210,98.5448
水海道第一高校,62,県立,共学,普通,常総市,ibaraki,茨城県,08211,104.05153
水戸桜ノ牧高校,62,県立,共学,普通,水戸市,ibaraki,茨城県,08201,111.34857
下館第一高校,59,県立,共学,普通,筑西市,ibaraki,茨城県,08227,95.59542
藤代高校,59,県立,共学,普通,取手市,ibaraki,茨城県,08217,87.06859
日立北高校,59,県立,共学,普通,日立市,ibaraki,茨城県,08202,107.40216
古河第三高校,58,県立,共学,普通,古河市,ibaraki,茨城県,08204,93.44643
水戸第三高校,58,県立,共学,家政,水戸市,ibaraki,茨城県,08201,111.34857
太田第一高校,58,県立,共学,普通,常陸太田市,ibaraki,茨城県,08212,83.51627
水戸第三高校,57,県立,共学,普通,水戸市,ibaraki,茨城県,08201,111.34857
牛久高校,56,県立,共学,普通,牛久市,ibaraki,茨城県,08219,84.90221
土浦第三高校,56,県立,共学,普通,土浦市,ibaraki,茨城県,08203,109.8939
鉾田第一高校,56,県立,共学,普通,鉾田市,ibaraki,茨城県,08234,91.61111
水戸商業高校,55,県立,共学,国際ビジネス,水戸市,ibaraki,茨城県,08201,111.34857
水戸商業高校,55,県立,共学,商業,水戸市,ibaraki,茨城県,08201,111.34857
水戸商業高校,55,県立,共学,情報ビジネス,水戸市,ibaraki,茨城県,08201,111.34857
勝田高校,54,県立,共学,普通,ひたちなか市,ibaraki,茨城県,08221,96.53026
下館第二高校,52,県立,共学,普通,筑西市,ibaraki,茨城県,08227,95.59542
下妻第二高校,52,県立,共学,普通,下妻市,ibaraki,茨城県,08210,98.5448
取手松陽高校,52,県立,共学,美術,取手市,ibaraki,茨城県,08217,87.06859
石岡第一高校,51,県立,共学,普通,石岡市,ibaraki,茨城県,08205,91.64694
岩瀬高校,50,県立,共学,衛生看護,桜川市,ibaraki,茨城県,08231,89.9864
佐和高校,50,県立,共学,普通,ひたちなか市,ibaraki,茨城県,08221,96.53026
取手第一高校,50,県立,共学,総合,取手市,ibaraki,茨城県,08217,87.06859
水戸工業高校,50,県立,共学,機械,水戸市,ibaraki,茨城県,08201,111.34857
水戸工業高校,50,県立,共学,情報技術,水戸市,ibaraki,茨城県,08201,111.34857
水戸第三高校,50,県立,共学,音楽,水戸市,ibaraki,茨城県,08201,111.34857
土浦第三高校,50,県立,共学,商業,土浦市,ibaraki,茨城県,08203,109.8939
日立商業高校,50,県立,共学,情報処理,日立市,ibaraki,茨城県,08202,107.40216
伊奈高校,49,県立,共学,普通,つくばみらい市,ibaraki,茨城県,08235,86.64116
鹿島高校,49,県立,共学,普通,鹿嶋市,ibaraki,茨城県,08222,106.65596
水海道第二高校,49,県立,共学,普通,常総市,ibaraki,茨城県,08211,104.05153
水戸工業高校,49,県立,共学,建築,水戸市,ibaraki,茨城県,08201,111.34857
水戸工業高校,49,県立,共学,工業化学,水戸市,ibaraki,茨城県,08201,111.34857
水戸工業高校,49,県立,共学,電気,水戸市,ibaraki,茨城県,08201,111.34857
水戸工業高校,49,県立,共学,土木,水戸市,ibaraki,茨城県,08201,111.34857
多賀高校,49,県立,共学,普通,日立市,ibaraki,茨城県,08202,107.40216
土浦湖北高校,49,県立,共学,普通,土浦市,ibaraki,茨城県,08203,109.8939
日立第二高校,49,県立,共学,普通,日立市,ibaraki,茨城県,08202,107.40216
取手松陽高校,48,県立,共学,音楽,取手市,ibaraki,茨城県,08217,87.06859
境高校,47,県立,共学,普通,猿島郡境町,ibaraki,茨城県,,
古河第一高校,47,県立,共学,普通,古河市,ibaraki,茨城県,08204,93.44643
取手松陽高校,47,県立,共学,普通,取手市,ibaraki,茨城県,08217,87.06859
水海道第二高校,47,県立,共学,商業,常総市,ibaraki,茨城県,08211,104.05153
那珂高校,47,県立,共学,普通,那珂市,ibaraki,茨城県,08226,86.7271
日立商業高校,47,県立,共学,商業,日立市,ibaraki,茨城県,08202,107.40216
麻生高校,47,県立,共学,普通,行方市,ibaraki,茨城県,08233,91.30597
中央高校,45,県立,共学,普通,小美玉市,ibaraki,茨城県,08236,97.42688
日立工業高校,45,県立,共学,機械,日立市,ibaraki,茨城県,08202,107.40216
日立工業高校,45,県立,共学,工業化学,日立市,ibaraki,茨城県,08202,107.40216
日立工業高校,45,県立,共学,情報電子,日立市,ibaraki,茨城県,08202,107.40216
日立工業高校,45,県立,共学,電気,日立市,ibaraki,茨城県,08202,107.40216
鉾田第二高校,45,県立,共学,食品技術,鉾田市,ibaraki,茨城県,08234,91.61111
鉾田第二高校,45,県立,共学,総合,鉾田市,ibaraki,茨城県,08234,91.61111
鉾田第二高校,45,県立,共学,農業,鉾田市,ibaraki,茨城県,08234,91.61111
古河第一高校,44,県立,共学,商業,古河市,ibaraki,茨城県,08204,93.44643
勝田工業高校,44,県立,共学,総合工学,ひたちなか市,ibaraki,茨城県,08221,96.53026
水海道第二高校,44,県立,共学,家政,常総市,ibaraki,茨城県,08211,104.05153
波崎柳川高校,44,県立,共学,普通,神栖市,ibaraki,茨城県,08232,105.7394
下館工業高校,43,県立,共学,機械,筑西市,ibaraki,茨城県,08227,95.59542
下館工業高校,43,県立,共学,建設工学,筑西市,ibaraki,茨城県,08227,95.59542
下館工業高校,43,県立,共学,電気,筑西市,ibaraki,茨城県,08227,95.59542
下館工業高校,43,県立,共学,電子,筑西市,ibaraki,茨城県,08227,95.59542
守谷高校,43,県立,共学,普通,守谷市,ibaraki,茨城県,08224,82.79925
太田西山高校,43,県立,共学,普通,常陸太田市,ibaraki,茨城県,08212,83.51627
中央高校,43,県立,共学,スポーツ科学,小美玉市,ibaraki,茨城県,08236,97.42688
土浦工業高校,43,県立,共学,機械,土浦市,ibaraki,茨城県,08203,109.8939
土浦工業高校,43,県立,共学,建築,土浦市,ibaraki,茨城県,08203,109.8939
